"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","荒井町東本町","荒井(兵庫)",9,26000000,"",125,"","長方形",8.1,100,"2023年","木造","住宅","住宅","北東","市道",8,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","荒井町東本町","荒井(兵庫)",10,16000000,290000,180,88000,"ほぼ正方形",14.4,"","","","","住宅","北東","県道",16,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","荒井町東本町","荒井(兵庫)",10,12000000,200000,200,60000,"ほぼ長方形",15,"","","","","","北西","市道",6.1,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","荒井町若宮町","荒井(兵庫)",15,24000000,"",90,"","ほぼ正方形",9.6,90,"2026年","木造","住宅","住宅","北西","市道",4.4,"１中住専",60,150,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保","伊保",4,9600000,"",165,"","不整形",9.7,"","","","","その他","北西","市道",2.6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保","伊保",4,20000000,"",360,"","不整形",22.4,140,"1964年","木造","住宅、店舗","その他","南西","市道",3.8,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","伊保",9,3000000,"",145,"","台形",17.1,115,"1974年","木造","住宅","住宅","北東","市道",3.9,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","伊保",10,12000000,170000,230,51000,"長方形",17.4,"","","","","住宅","東","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","伊保",8,9000000,"",230,"","ほぼ長方形",13.6,160,"1985年","木造","住宅","住宅","南","市道",4.3,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","山陽曽根",14,1800000,"",105,"","袋地等",3.2,90,"1979年","木造","住宅","住宅","南西","市道",4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","山陽曽根",18,34000000,"",220,"","袋地等",15.3,95,"2025年","","","住宅","南西","私道",5,"１種住居",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保崎","山陽曽根",13,17000000,290000,200,88000,"ほぼ長方形",21.7,"","","","","住宅","南東","道路",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保町","曽根(兵庫)",23,1400000,14000,340,4100,"長方形",16,"","","","","その他","南東","市道",6.8,"調整区域",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","伊保東","伊保",8,7800000,"",120,"","ほぼ台形",12,95,"1997年","木造","住宅","","南東","市道",12.7,"２中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","今市","伊保",11,13000000,260000,160,77000,"長方形","","","","","","住宅","東","道路",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","今市","伊保",10,9500000,"",110,"","長方形",10.3,85,"1995年","木造","住宅","住宅","北西","市道",11.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","今市","伊保",11,44000000,"",130,"","長方形",9.8,95,"2025年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","伊保",12,20000000,"",150,"","ほぼ長方形",10.8,100,"2025年","木造","住宅","住宅","南東","市道",4,"１種住居",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","伊保",12,2000000,41000,165,12000,"正方形",11.8,"","","","","住宅","南東","市道",2.8,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","伊保",9,5500000,"",180,"","ほぼ長方形",10.2,120,"1990年","軽量鉄骨造","住宅","住宅","南東","市道",1.8,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","伊保",9,19000000,"",120,"","ほぼ長方形",7.7,50,"","","","住宅","南","市道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","山陽曽根",11,4500000,"",130,"","ほぼ台形",13,100,"1980年","木造","住宅","その他","南西","市道",4.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","山陽曽根",12,21000000,"",690,"","ほぼ長方形","","","","","","その他","南西","市道",6,"１種住居",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","梅井","山陽曽根",13,24000000,"",115,"","ほぼ正方形",10.3,100,"2024年","木造","住宅","住宅","南西","市道",6.2,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","春日野町","曽根(兵庫)",5,150000000,"",730,"","不整形",34.5,"","","","","その他","北","市道",6,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","神爪","宝殿",3,25000000,380000,210,120000,"長方形",10,"","","","","店舗","南東","市道",12,"近隣商業",80,300,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","金ケ田町","曽根(兵庫)",6,5800000,"",125,"","正方形",11.3,110,"1979年","木造","住宅","住宅","南東","市道",7.1,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","大塩",15,7000000,150000,150,47000,"ほぼ長方形",16.4,"","","","","その他","西","市道",6.2,"１中住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","大塩",15,22000000,"",155,"","ほぼ長方形",9.4,100,"2024年","木造","住宅","住宅","南東","市道",4,"１中住専",60,150,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","大塩",13,18000000,150000,390,46000,"ほぼ正方形","","","","","","住宅","北東","県道",8,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","北浜町","大塩",9,9100000,130000,230,39000,"ほぼ台形",15.7,"","","","","その他","北西","国道",8.5,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","北浜町","大塩",9,8200000,130000,210,39000,"ほぼ台形",14.3,"","","","","その他","北西","国道",8.5,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","曽根(兵庫)",11,3500000,"",200,"","ほぼ長方形",16.4,160,"1978年","木造","住宅","住宅","北","市道",5.7,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","曽根(兵庫)",23,9800000,"",210,"","正方形",14,280,"1979年","鉄骨造","住宅","住宅","北東","市道",7.4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","曽根(兵庫)",23,8000000,110000,240,33000,"長方形",14,"","","","","住宅","南","市道",6,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","北浜町","曽根(兵庫)",15,4000000,"",125,"","不整形",10.2,80,"1995年","木造","住宅","住宅","北東","市道",6,"１種住居",60,200,"2024年第4四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","工業地","28216","兵庫県","高砂市","北浜町","的形",23,41000000,"","2,000㎡以上","","長方形","50.0m以上",460,"1969年","鉄骨造、ブロック造","工場、事務所","工場","西","市道",5.8,"調整区域",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","時光寺町","曽根(兵庫)",11,2700000,"",60,"","長方形",6.5,50,"1971年","木造","住宅","その他","南","市道",4,"１低住専",60,150,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","時光寺町","曽根(兵庫)",13,1900000,69000,90,21000,"ほぼ正方形",9.1,"","","","","その他","西","市道",4.2,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","時光寺町","曽根(兵庫)",14,3200000,"",105,"","長方形",7.4,75,"1973年","木造","住宅","その他","南","私道",4.2,"１低住専",60,150,"2025年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","宅地見込地","28216","兵庫県","高砂市","松陽","山陽曽根",16,37000000,120000,1000,36000,"長方形",25.2,"","","","","住宅","南東","市道",6.9,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","末広町","荒井(兵庫)",14,18000000,400000,150,120000,"長方形",11.5,"","","","","","南西","市道",10,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",11,4000000,180000,75,54000,"長方形",7.4,"","","","","その他","北東","市道",7,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",8,38000000,"",170,"","長方形",15.3,105,"2025年","木造","住宅","住宅","西","市道",6.2,"１中住専",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","工業地","28216","兵庫県","高砂市","曽根町","山陽曽根",21,15000000,50000,1000,15000,"長方形",24,"","","","","","西","市道",6.5,"工業専用",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",13,29000000,"",130,"","ほぼ正方形",10.9,115,"2020年","木造","住宅","住宅","南西","市道",5,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",2,5400000,"",75,"","ほぼ長方形",7.5,95,"1973年","木造","住宅","その他","東","市道",7.5,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",6,3200000,130000,80,39000,"ほぼ長方形",6.4,"","","","","その他","東","市道",4.7,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","28216","兵庫県","高砂市","曽根町","山陽曽根",21,250000000,28000,"2,000㎡以上",8400,"ほぼ長方形","50.0m以上","","","","","","西","市道",7.4,"工業専用",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","28216","兵庫県","高砂市","曽根町","山陽曽根",15,5000000,35000,470,11000,"台形",32,"","","","","その他","南西","市道",7,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",8,87000000,"",680,"","長方形",26.9,420,"2017年","木造","共同住宅","住宅","南東","市道",6.3,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",10,9000000,140000,220,41000,"ほぼ台形",13,"","","","","","東","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",6,11000000,200000,185,60000,"不整形",8.1,"","","","","","南","市道",4.7,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",8,1000000,33000,100,10000,"ほぼ長方形",8.5,"","","","","住宅","南","市道",4.8,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",7,13000000,250000,175,75000,"不整形",13.5,"","","","","住宅","北","道路",5.3,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","山陽曽根",6,68000000,"",950,"","ほぼ長方形",38.5,580,"2001年","木造","共同住宅","住宅","北西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","曽根(兵庫)",16,2500000,"",95,"","台形",9.5,70,"1980年","木造","住宅","住宅","北東","市道",6.5,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","曽根(兵庫)",16,1000000,31000,105,9300,"台形",12.4,"","","","","","南西","市道",5,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","曽根町","曽根(兵庫)",14,19000000,"",185,"","袋地等",5,95,"2024年","木造","住宅","住宅","北東","市道",7.7,"２種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町藍屋町","高砂(兵庫)",12,1500000,"",80,"","ほぼ長方形",7.4,75,"1977年","木造","住宅","住宅","北","市道",4,"工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町藍屋町","高砂(兵庫)",11,85000000,"",1400,"","ほぼ正方形",35.7,460,"2002年","軽量鉄骨造","共同住宅","工場","北西","市道",5.2,"工業",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","高砂町北本町","高砂(兵庫)",9,4300000,170000,85,51000,"長方形",6,"","","","","その他","東","市道",15,"商業",80,400,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町栄町","高砂(兵庫)",6,45000000,"",145,"","ほぼ長方形",9.3,35,"2025年","","","住宅","北","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町東浜町","高砂(兵庫)",11,2000000,80000,85,24000,"ほぼ長方形",6,"","","","","その他","西","市道",3.9,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町東浜町","高砂(兵庫)",11,3000000,"",165,"","ほぼ長方形",13,210,"1955年","木造","住宅","住宅","西","市道",3.9,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","高砂町南浜町","高砂(兵庫)",18,1500000,"",65,"","長方形",7.5,70,"1995年","木造","住宅","住宅","南西","市道",3.3,"準工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中島","伊保",16,6900000,"",155,"","不整形",10,120,"1979年","木造","住宅","住宅","北西","市道",1.5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中島","伊保",19,7600000,220000,115,67000,"ほぼ長方形",10,"","","","","住宅","西","市道",6.2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中島","伊保",15,5600000,"",110,"","ほぼ正方形",10.1,90,"1989年","木造","住宅","住宅","北","道路",4.8,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中島","宝殿",21,4000000,"",130,"","長方形","",65,"1976年","木造","住宅","住宅","東","市道",4.2,"１中住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中筋","曽根(兵庫)",24,15000000,"",130,"","ほぼ長方形",13.9,100,"2018年","木造","住宅","住宅","西","市道",6,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中筋","曽根(兵庫)",10,6300000,160000,130,48000,"正方形",10.2,"","","","","その他","西","県道",19,"２種住居",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","中筋","曽根(兵庫)",16,2900000,"",155,"","不整形",8.2,130,"1985年","軽量鉄骨造","住宅","住宅","南","市道",2.3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","西畑","高砂(兵庫)",14,9500000,"",170,"","長方形",11.2,120,"1980年","軽量鉄骨造","住宅","住宅","南西","市道",5.2,"２低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","緑丘","荒井(兵庫)",18,1500000,"",70,"","ほぼ長方形",4.8,85,"1974年","木造","住宅","その他","南","市道",5.8,"１中住専",60,200,"2025年第2四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","美保里","宝殿",21,120000000,"","2,000㎡以上","","不整形","",870,"1992年","鉄骨造","住宅、工場、事務所、作業場、倉庫","倉庫","西","市道",16,"２種住居",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",10,3100000,"",90,"","長方形",11,70,"1975年","木造","住宅","","南東","私道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",24,3300000,"",180,"","袋地等","","","","木造","住宅","住宅","西","市道",3.8,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",13,4000000,"",95,"","不整形","",65,"1975年","木造","住宅","住宅","南東","私道",4.2,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",11,5500000,"",90,"","ほぼ長方形",7,80,"2005年","木造","住宅","事務所","北西","市道",3.5,"２低住専",60,150,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",15,3500000,"",85,"","不整形",7.7,55,"1975年","木造","住宅","その他","西","市道",8.1,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",14,3000000,"",85,"","ほぼ長方形",8,70,"1974年","木造","住宅","その他","南東","市道",10.2,"２低住専",60,150,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",7,32000000,"",165,"","袋地等","",90,"2025年","木造","住宅","住宅","北西","市道",5.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",13,14000000,310000,145,94000,"正方形",12,"","","","","住宅","南東","市道",7.9,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",23,33000000,"",125,"","長方形","",105,"2025年","木造","住宅","住宅","北西","道路",6,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",11,6500000,"",140,"","ほぼ長方形",8.7,105,"1987年","木造","住宅","住宅","東","私道",4.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",11,6500000,210000,105,63000,"ほぼ長方形",9,"","","","","住宅","北東","市道",4.3,"準住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",18,4000000,"",150,"","台形",10.7,85,"1969年","木造","住宅","住宅","南東","県道",7.8,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","米田町","宝殿",10,11000000,230000,160,68000,"正方形",13,"","","","","","南東","県道",16,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",15,12000000,190000,200,59000,"台形",14,"","","","","住宅","北東","市道",3.5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",21,6500000,150000,145,45000,"長方形",11.3,"","","","","住宅","南東","私道",4,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28216","兵庫県","高砂市","米田町","宝殿",9,8500000,190000,150,57000,"ほぼ正方形",12,"","","","","","南東","県道",16,"近隣商業",80,300,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",9,37000000,"",170,"","袋地等",3.1,100,"2025年","木造","住宅","住宅","北西","道路",6,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",21,33000000,"",140,"","長方形",13.7,105,"2025年","木造","住宅","住宅","南西","道路",6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",11,2300000,"",400,"","不整形",15,140,"戦前","木造","住宅、その他","その他","南","道路",1.8,"１中住専",60,150,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",5,14000000,200000,230,60000,"長方形",10.2,"","","","","その他","北西","市道",5.5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",9,98000000,"",1100,"","ほぼ正方形",32,620,"1996年","鉄骨造","共同住宅","住宅","北西","市道",3.9,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",8,1500000,74000,65,22000,"長方形",6,"","","","","","南東","市道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",6,3000000,"",580,"","不整形",23,195,"","木造","住宅","住宅","北東","市道",3.2,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",16,27000000,330000,270,100000,"長方形",20.7,"","","","","住宅","北西","市道",10.1,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",11,25000000,170000,480,51000,"長方形",19.5,"","","","","","北西","市道",4.5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",24,2000000,20000,330,6000,"ほぼ長方形",21.5,"","","","","住宅","南西","市道",1.5,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",16,10000000,"",135,"","長方形",8.6,100,"2006年","木造","住宅","住宅","北西","道路",5,"１低住専",50,100,"2024年第4四半期","関係者間取引"
"宅地(土地)","不動産取引価格情報","住宅地","28216","兵庫県","高砂市","米田町","宝殿",16,14000000,340000,135,100000,"長方形",8,"","","","","住宅","北西","道路",4,"２低住専",60,150,"2024年第4四半期",""
