市,種別,価格（万円）,間取り,専有面積（㎡）,土地面積（㎡）,建物面積（㎡）,築年月,交通,所在地,物件名,URL
高砂市,マンション,690.0,2LDK+S（納戸）,68.58,,,1992年1月,山陽電鉄本線「高砂」徒歩4分,兵庫県高砂市高砂町朝日町１,ベル・フィオーレ高砂朝日町　　☆令和8年1月リフォー…,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_20054855/
高砂市,マンション,820.0,3DK,60.88,,,1988年12月,ＪＲ山陽本線「宝殿」徒歩6分,兵庫県高砂市神爪２,プレステージ宝殿,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_79008357/
高砂市,マンション,850.0,3LDK,68.41,,,1988年12月,ＪＲ山陽本線「宝殿」徒歩6分,兵庫県高砂市神爪２,プレステージ宝殿,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_77687087/
高砂市,マンション,650.0,2LDK,55.42,,,1991年3月,ＪＲ山陽本線「宝殿」徒歩12分,兵庫県高砂市米田町米田,ネオハイツ高砂　　JR「宝殿駅」徒歩12分,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_20130046/
高砂市,マンション,780.0,3LDK,72.69,,,1976年2月,山陽電鉄本線「高砂」徒歩3分,兵庫県高砂市高砂町栄町,高砂ハイツ　山陽電鉄「高砂駅」徒歩3分,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_79228578/
高砂市,マンション,998.0,3LDK,62.24,,,1989年7月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県高砂市米田町米田,高砂アーバンコンフォート,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_78999619/
高砂市,マンション,1190.0,1LDK,59.52,,,1989年7月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県高砂市米田町米田,【高砂アーバンコンフォート】　大規模リフォーム済み　…,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_78777781/
高砂市,マンション,2680.0,4LDK,83.3,,,2013年8月,山陽電鉄本線「高砂」徒歩2分,兵庫県高砂市高砂町朝日町２,デュオプレステージ高砂駅前スカイテラス　83.3㎡　…,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_78720005/
高砂市,マンション,2680.0,4LDK,83.3,,,2013年8月,山陽電鉄本線「高砂」徒歩2分,兵庫県高砂市高砂町朝日町２,デュオプレステージ高砂駅前スカイテラス,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_20181824/
高砂市,マンション,2680.0,4LDK,83.3,,,2013年8月,山陽電鉄本線「高砂」徒歩2分,兵庫県高砂市高砂町朝日町２,デュオプレステージ高砂駅前スカイテラス,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_78723697/
高砂市,マンション,2680.0,4LDK,83.3,,,2013年8月,山陽電鉄本線「高砂」徒歩3分,兵庫県高砂市高砂町朝日町２,デュオプレステージ高砂駅前スカイテラス,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_78782396/
高砂市,マンション,2680.0,4LDK,83.3,,,2013年8月,山陽電鉄本線「高砂」徒歩2分,兵庫県高砂市高砂町朝日町２,デュオプレステージ高砂駅前スカイテラス,https://suumo.jp/ms/chuko/hyogo/sc_takasago/nc_20220298/
高砂市,戸建て,2490.0,5LDK+S（納戸）,,150.0,130.0,2004年2月,山陽電鉄本線「伊保」徒歩9分,兵庫県高砂市梅井１,高砂市梅井一丁目,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20068844/
高砂市,戸建て,399.0,4DK,,111.8,70.74,1978年11月,ＪＲ山陽本線「宝殿」徒歩15分,兵庫県高砂市米田町塩市,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78744032/
高砂市,戸建て,690.0,4DK,,122.97,81.14,1981年10月,ＪＲ山陽本線「曽根」徒歩15分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20094911/
高砂市,戸建て,1080.0,4LDK,,101.19,89.55,1997年5月,ＪＲ山陽本線「曽根」徒歩14分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78627051/
高砂市,戸建て,1280.0,3LDK,,132.33,103.92,1985年5月,山陽電鉄本線「荒井」徒歩18分,兵庫県高砂市荒井町小松原４,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79135114/
高砂市,戸建て,1280.0,4LDK,,143.16,96.05,1997年1月,ＪＲ山陽本線「宝殿」徒歩9分,兵庫県高砂市米田町島,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78890606/
高砂市,戸建て,1580.0,5LDK,,224.41,154.63,1992年7月,ＪＲ山陽本線「曽根」徒歩13分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20231400/
高砂市,戸建て,1580.0,4DK,,134.57,119.94,1988年3月,ＪＲ山陽本線「曽根」徒歩8分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78677482/
高砂市,戸建て,1580.0,4LDK,,134.57,119.94,1988年3月,ＪＲ山陽本線「曽根」徒歩8分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78983383/
高砂市,戸建て,1690.0,5LDK,,149.29,119.86,1985年3月,山陽電鉄本線「高砂」徒歩15分,兵庫県高砂市荒井町小松原２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20237092/
高砂市,戸建て,1880.0,4LDK,,137.69,95.58,2008年12月,ＪＲ山陽本線「宝殿」徒歩17分,兵庫県高砂市米田町米田,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_74971035/
高砂市,戸建て,2299.0,4LDK,,182.62,106.82,2005年7月,山陽電鉄本線「高砂」徒歩8分,兵庫県高砂市荒井町日之出町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78282648/
高砂市,戸建て,2490.0,4LDK+S（納戸）,,150.67,88.18,2016年7月,ＪＲ山陽本線「宝殿」徒歩9分,兵庫県高砂市米田町島,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_76573343/
高砂市,戸建て,2490.0,4LDK,,156.58,88.59,2020年1月,山陽電鉄本線「高砂」徒歩6分,兵庫県高砂市高砂町朝日町２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_76727014/
高砂市,戸建て,2498.0,4LDK+S（納戸）,,115.92,101.02,2018年6月,山陽電鉄本線「荒井」徒歩13分,兵庫県高砂市荒井町小松原３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78594364/
高砂市,戸建て,2880.0,4LDK+S（納戸）,,142.81,114.06,2004年5月,山陽電鉄本線「伊保」徒歩4分,兵庫県高砂市伊保１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20245348/
高砂市,戸建て,250.0,6DK,,202.7,120.86,1973年10月,山陽電鉄本線「大塩」徒歩12分,兵庫県高砂市北浜町西浜,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20144397/
高砂市,戸建て,300.0,4DK,,298.49,73.22,1968年1月,山陽電鉄本線「伊保」徒歩8分,兵庫県高砂市伊保東１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79217123/
高砂市,戸建て,395.0,4DK+S（納戸）,,106.55,81.31,1946年1月,山陽電鉄本線「高砂」徒歩15分,兵庫県高砂市高砂町狩網町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75960876/
高砂市,戸建て,420.0,5DK,,120.64,141.64,1988年7月,ＪＲ山陽本線「宝殿」徒歩27分,兵庫県高砂市米田町米田新,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78671310/
高砂市,戸建て,429.0,5DK,,108.98,89.89,1983年11月,ＪＲ山陽本線「曽根」徒歩9分,兵庫県高砂市春日野町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78906489/
高砂市,戸建て,450.0,4LDK,,95.14,89.54,1973年1月,山陽電鉄本線「的形」徒歩17分,兵庫県高砂市北浜町西浜,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79122472/
高砂市,戸建て,450.0,4DK,,120.1,91.57,1980年12月,ＪＲ山陽本線「曽根」徒歩9分,兵庫県高砂市時光寺町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78727095/
高砂市,戸建て,480.0,5DK,,102.45,92.33,1981年5月,ＪＲ山陽本線「宝殿」徒歩24分,兵庫県高砂市阿弥陀町魚橋,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78687101/
高砂市,戸建て,490.0,4DK+S（納戸）,,101.39,97.87,1984年8月,山陽電鉄本線「山陽曽根」徒歩8分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78506944/
高砂市,戸建て,500.0,4DK+S（納戸）,,189.53,198.22,1941年1月,ＪＲ山陽本線「宝殿」徒歩16分,兵庫県高砂市米田町塩市,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20272036/
高砂市,戸建て,550.0,4K,,96.37,92.18,1983年4月,ＪＲ山陽本線「曽根」徒歩12分,兵庫県高砂市時光寺町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_76650966/
高砂市,戸建て,550.0,4DK,,100.0,78.06,1984年10月,ＪＲ山陽本線「宝殿」徒歩23分,兵庫県高砂市阿弥陀町魚橋,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20256184/
高砂市,戸建て,580.0,5DK,,86.48,80.11,1978年3月,山陽電鉄本線「伊保」徒歩3分,兵庫県高砂市伊保崎南,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20081928/
高砂市,戸建て,580.0,4LDK,,131.77,94.4,1980年7月,山陽電鉄本線「高砂」徒歩14分,兵庫県高砂市西畑３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78904646/
高砂市,戸建て,590.0,8DK,,272.68,184.01,1962年11月,ＪＲ山陽本線「曽根」徒歩14分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77848245/
高砂市,戸建て,600.0,6DK,,483.96,126.6,1956年1月,ＪＲ山陽本線「曽根」徒歩25分,兵庫県高砂市阿弥陀町南池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20259049/
高砂市,戸建て,620.0,4LDK,,188.74,114.65,1972年4月,山陽電鉄本線「大塩」徒歩14分,兵庫県高砂市北浜町北脇,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20138347/
高砂市,戸建て,680.0,6DK,,123.71,119.49,1981年1月,山陽電鉄本線「伊保」徒歩6分,兵庫県高砂市伊保崎南,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75824693/
高砂市,戸建て,700.0,4LDK,,125.84,89.43,1980年11月,山陽電鉄本線「高砂」徒歩15分,兵庫県高砂市西畑２-１０－２９,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77574278/
高砂市,戸建て,750.0,4LDK,,115.17,83.43,1989年1月,ＪＲ山陽本線「宝殿」徒歩14分,兵庫県高砂市米田町米田,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20155191/
高砂市,戸建て,780.0,4LDK,,134.67,97.71,1993年10月,ＪＲ山陽本線「曽根」徒歩32分,兵庫県高砂市阿弥陀町地徳,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78409698/
高砂市,戸建て,798.0,4LDK+S（納戸）,,102.1,90.25,1987年11月,ＪＲ山陽本線「宝殿」徒歩24分,兵庫県高砂市米田町島,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77625033/
高砂市,戸建て,798.0,4LDK+S（納戸）,,102.1,90.25,1987年11月,ＪＲ山陽本線「宝殿」徒歩23分,兵庫県高砂市米田町島,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75859199/
高砂市,戸建て,798.0,4LDK+S（納戸）,,102.1,90.25,1987年11月,ＪＲ山陽本線「宝殿」徒歩24分,兵庫県高砂市米田町島,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77491036/
高砂市,戸建て,880.0,2LDK+S（納戸）,,163.16,86.34,1987年2月,山陽電鉄本線「高砂」徒歩14分,兵庫県高砂市西畑４,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20091974/
高砂市,戸建て,880.0,5LDK,,118.92,103.44,1989年9月,山陽電鉄本線「山陽曽根」徒歩4分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78765027/
高砂市,戸建て,900.0,5LDK,,142.64,113.65,1985年3月,ＪＲ山陽本線「曽根」徒歩13分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78044611/
高砂市,戸建て,900.0,4LDK,,133.81,102.68,1993年10月,山陽電鉄本線「山陽曽根」徒歩9分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20225366/
高砂市,戸建て,950.0,5DK+S（納戸）,,206.05,112.3,1978年2月,山陽電鉄本線「伊保」徒歩8分,兵庫県高砂市荒井町千鳥２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77782171/
高砂市,戸建て,980.0,5LDK,,100.0,93.57,1989年7月,山陽電鉄本線「伊保」徒歩13分,兵庫県高砂市今市１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77624904/
高砂市,戸建て,980.0,4LDK,,132.24,81.35,2009年8月,山陽電鉄本線「伊保」徒歩20分,兵庫県高砂市竜山１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20148895/
高砂市,戸建て,1090.0,4LDK+S（納戸）,,138.34,128.28,1999年3月,山陽電鉄本線「伊保」徒歩5分,兵庫県高砂市伊保崎南,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79003266/
高砂市,戸建て,1200.0,2K,,468.81,68.19,1996年7月,山陽電鉄本線「大塩」徒歩14分,兵庫県高砂市北浜町北脇,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20034469/
高砂市,戸建て,1380.0,4LDK+S（納戸）,,148.65,109.3,2004年4月,ＪＲ山陽本線「曽根」徒歩18分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77895396/
高砂市,戸建て,1400.0,6DK,,503.57,170.73,1980年9月,ＪＲ山陽本線「宝殿」徒歩24分,兵庫県高砂市阿弥陀町魚橋,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78540703/
高砂市,戸建て,1480.0,4LDK+S（納戸）,,148.65,109.3,2004年4月,ＪＲ山陽本線「曽根」徒歩17分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78638599/
高砂市,戸建て,1480.0,7LDK+S（納戸）,,289.4,191.6,1961年12月,山陽電鉄本線「伊保」徒歩11分,兵庫県高砂市伊保東１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75129743/
高砂市,戸建て,1580.0,4LDK,,134.57,119.94,1988年3月,ＪＲ山陽本線「曽根」徒歩8分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78395703/
高砂市,戸建て,1580.0,4LDK,,134.57,119.94,1988年3月,ＪＲ山陽本線「曽根」徒歩8分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20181826/
高砂市,戸建て,1800.0,5LDK,,173.0,140.0,2010年3月,ＪＲ山陽本線「曽根」徒歩19分,兵庫県高砂市曽根町1139-10,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78552800/
高砂市,戸建て,1880.0,4LDK,,122.92,90.25,2007年12月,山陽電鉄本線「伊保」徒歩10分,兵庫県高砂市梅井１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78728013/
高砂市,戸建て,1880.0,7LDK,,190.17,179.68,1997年11月,山陽電鉄本線「荒井」徒歩9分,兵庫県高砂市荒井町紙町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20173891/
高砂市,戸建て,1890.0,4LDK,,143.65,104.75,2018年11月,山陽電鉄本線「伊保」徒歩12分,兵庫県高砂市梅井２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79104328/
高砂市,戸建て,1979.0,4LDK,,140.37,112.2,2009年6月,ＪＲ山陽本線「曽根」徒歩17分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75573894/
高砂市,戸建て,1979.0,4LDK,,140.37,112.2,2009年6月,ＪＲ山陽本線「曽根」徒歩17分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_75520761/
高砂市,戸建て,1980.0,4LDK,,153.01,102.5,2010年1月,山陽電鉄本線「伊保」徒歩6分,兵庫県高砂市伊保２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20193233/
高砂市,戸建て,1980.0,3LDK+S（納戸）,,275.3,145.39,2006年5月,山陽電鉄本線「大塩」徒歩10分,兵庫県高砂市北浜町西浜,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78044755/
高砂市,戸建て,2080.0,4LDK+S（納戸）,,137.97,109.72,2003年1月,山陽電鉄本線「荒井」徒歩7分,兵庫県高砂市荒井町新浜２-21-4,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77988660/
高砂市,戸建て,2190.0,4LDK,,145.24,112.0,2012年8月,山陽電鉄本線「荒井」徒歩21分,兵庫県高砂市荒井町小松原４,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78044916/
高砂市,戸建て,2198.0,4LDK+S（納戸）,,160.1,125.04,2000年9月,山陽電鉄本線「高砂」徒歩15分,兵庫県高砂市荒井町小松原２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78044807/
高砂市,戸建て,2280.0,7LDK,,326.13,196.95,1991年7月,ＪＲ山陽本線「曽根」徒歩18分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78687531/
高砂市,戸建て,2280.0,4LDK,,754.94,133.56,1997年2月,山陽電鉄本線「伊保」徒歩11分,兵庫県高砂市今市２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77536102/
高砂市,戸建て,2280.0,4LDK,,574.94,133.56,1997年2月,山陽電鉄本線「伊保」徒歩10分,兵庫県高砂市今市２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78908798/
高砂市,戸建て,2280.0,2LDK+S（納戸）,,169.18,101.44,2008年8月,ＪＲ山陽本線「曽根」徒歩27分,兵庫県高砂市阿弥陀町北池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_76289831/
高砂市,戸建て,2280.0,7LDK,,326.13,196.95,1991年7月,ＪＲ山陽本線「曽根」徒歩18分,兵庫県高砂市北浜町牛谷,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78910705/
高砂市,戸建て,2280.0,4LDK,,574.94,133.56,1997年2月,山陽電鉄本線「伊保」徒歩11分,兵庫県高砂市今市２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78348854/
高砂市,戸建て,2298.0,4LDK,,128.26,103.5,2018年11月,山陽電鉄本線「伊保」徒歩12分,兵庫県高砂市梅井２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77310598/
高砂市,戸建て,2298.0,4LDK,,128.26,103.5,2018年11月,山陽電鉄本線「伊保」徒歩10分,兵庫県高砂市梅井２-2-20,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78039774/
高砂市,戸建て,2298.0,4LDK,,134.14,103.5,2018年11月,山陽電鉄本線「伊保」徒歩12分,兵庫県高砂市梅井２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77333089/
高砂市,戸建て,2380.0,4LDK,,187.3,110.07,1989年3月,ＪＲ山陽本線「宝殿」徒歩18分,兵庫県高砂市米田町米田,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78650360/
高砂市,戸建て,2380.0,2LDK+S（納戸）,,140.99,79.91,2019年3月,山陽電鉄本線「伊保」徒歩9分,兵庫県高砂市伊保崎１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20272035/
高砂市,戸建て,2430.0,4LDK,,155.87,100.19,2018年5月,山陽電鉄本線「山陽曽根」徒歩13分,兵庫県高砂市梅井２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78229201/
高砂市,戸建て,2480.0,2LDK+S（納戸）,,140.99,79.91,2019年3月,山陽電鉄本線「伊保」徒歩9分,兵庫県高砂市伊保崎１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78044530/
高砂市,戸建て,2480.0,5LDK+S（納戸）,,256.23,165.48,1998年2月,山陽電鉄本線「伊保」徒歩7分,兵庫県高砂市梅井１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79007593/
高砂市,戸建て,2498.0,4LDK+S（納戸）,,115.92,101.02,2018年6月,山陽電鉄本線「荒井」徒歩14分,兵庫県高砂市荒井町小松原３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77084968/
高砂市,戸建て,2498.0,4LDK,,136.9,106.81,2013年6月,ＪＲ山陽本線「曽根」徒歩27分,兵庫県高砂市阿弥陀町北池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20183849/
高砂市,戸建て,2498.0,4LDK+S（納戸）,,136.9,106.81,2013年6月,ＪＲ山陽本線「曽根」徒歩23分,兵庫県高砂市阿弥陀町北池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78781257/
高砂市,戸建て,2498.0,4LDK,,136.9,106.81,2013年6月,ＪＲ山陽本線「曽根」徒歩27分,兵庫県高砂市阿弥陀町北池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78768954/
高砂市,戸建て,2498.0,4LDK,,136.9,106.81,2013年6月,ＪＲ山陽本線「曽根」徒歩25分,兵庫県高砂市阿弥陀町北池,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78871234/
高砂市,戸建て,2580.0,3LDK,,105.02,89.43,2019年6月,山陽電鉄本線「伊保」徒歩22分,兵庫県高砂市中島３-5-5-13,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78458760/
高砂市,戸建て,2580.0,4LDK,,137.03,109.51,2007年9月,山陽電鉄本線「荒井」徒歩6分,兵庫県高砂市荒井町蓮池３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78853538/
高砂市,戸建て,2580.0,4LDK,,146.09,92.74,2016年7月,山陽電鉄本線「山陽曽根」徒歩8分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78532133/
高砂市,戸建て,2680.0,3LDK+S（納戸）,,115.58,104.5,2018年5月,ＪＲ山陽本線「曽根」徒歩13分,兵庫県高砂市阿弥陀町阿弥陀,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79165380/
高砂市,戸建て,2698.0,4LDK,,115.92,101.02,2018年6月,山陽電鉄本線「荒井」徒歩13分,兵庫県高砂市荒井町小松原３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77297125/
高砂市,戸建て,2698.0,4LDK+S（納戸）,,115.92,101.02,2018年6月,山陽電鉄本線「荒井」徒歩15分,兵庫県高砂市荒井町小松原３,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77091059/
高砂市,戸建て,2780.0,3LDK,,112.93,88.19,2018年3月,山陽電鉄本線「高砂」徒歩6分,兵庫県高砂市高砂町朝日町２,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78917724/
高砂市,戸建て,2850.0,3LDK,,141.16,103.51,2019年1月,ＪＲ山陽本線「曽根」徒歩8分,兵庫県高砂市金ケ田町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_77625120/
高砂市,戸建て,2880.0,6LDK,,207.8,179.52,1997年7月,山陽電鉄本線「荒井」徒歩14分,兵庫県高砂市荒井町蓮池１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78946845/
高砂市,戸建て,2880.0,4LDK+S（納戸）,,142.81,114.06,2004年5月,山陽電鉄本線「伊保」徒歩5分,兵庫県高砂市伊保１,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20227080/
高砂市,戸建て,3150.0,4LDK,,216.56,115.92,2024年10月,ＪＲ山陽本線「宝殿」徒歩17分,兵庫県高砂市米田町塩市,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_76854521/
高砂市,戸建て,3280.0,5LDK,,295.41,130.83,2020年2月,山陽電鉄本線「山陽曽根」徒歩8分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78986222/
高砂市,戸建て,3700.0,3LDK,,176.23,84.05,2021年1月,ＪＲ山陽本線「宝殿」徒歩26分,兵庫県高砂市阿弥陀町魚橋,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_78871923/
高砂市,戸建て,4280.0,4LDK+S（納戸）,,267.46,115.51,2021年11月,山陽電鉄本線「高砂」徒歩11分,兵庫県高砂市高砂町釣船町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_20042517/
高砂市,戸建て,4580.0,5LDK+2S（納戸）,,182.55,153.12,2019年6月,ＪＲ山陽本線「曽根」徒歩22分,兵庫県高砂市曽根町,,https://suumo.jp/chukoikkodate/hyogo/sc_takasago/nc_79081303/
加古川市,マンション,3980.0,3LDK,67.14,,,2021年11月,ＪＲ山陽本線「加古川」徒歩6分,兵庫県加古川市加古川町寺家町,ローレルコート加古川ザ・レジデンス,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78377814/
加古川市,マンション,320.0,5DK,93.74,,,1980年3月,ＪＲ山陽本線「土山」徒歩18分,兵庫県加古川市平岡町山之上,城の宮第二住宅12号棟A,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78726352/
加古川市,マンション,320.0,3LDK,62.73,,,1974年6月,ＪＲ山陽本線「東加古川」徒歩25分,兵庫県加古川市野口町古大内,ジークレフ野口,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78758678/
加古川市,マンション,480.0,4LDK,66.54,,,1994年3月,山陽電鉄本線「浜の宮」徒歩20分,兵庫県加古川市尾上町安田,シャルヴィ加古川,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20189016/
加古川市,マンション,500.0,2LDK,76.22,,,1995年5月,ＪＲ山陽本線「東加古川」徒歩10分,兵庫県加古川市平岡町新在家,藤和ライブタウン加古川東　2ＬＤＫ　3階部分　LDK…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_75958626/
加古川市,マンション,820.0,2LDK,54.0,,,1994年1月,ＪＲ山陽本線「土山」徒歩10分,兵庫県加古川市平岡町土山,プレステージ明石西２,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_78256151/
加古川市,マンション,830.0,3LDK,57.19,,,1999年2月,ＪＲ山陽本線「土山」徒歩18分,兵庫県加古川市平岡町土山,プレステージ明石西３,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_20278199/
加古川市,マンション,850.0,3LDK,58.88,,,1999年2月,ＪＲ山陽本線「土山」徒歩15分,兵庫県加古川市平岡町土山,プレステージ明石西Ⅲ　4階部分の3LDK　オートロッ…,https://suumo.jp/ms/chuko/hyogo/sc_kakogawa/nc_79225975/
