市,種別,価格（万円）,間取り,専有面積（㎡）,土地面積（㎡）,建物面積（㎡）,築年月,交通,所在地,物件名,URL
明石市,マンション,3380.0,2LDK,61.48,,,2025年4月,山陽電鉄本線「大蔵谷」徒歩14分,兵庫県明石市東野町1950-1,アルファスマート明石東野町人丸ヒルズ,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20238907/
明石市,マンション,3480.0,3LDK,73.38,,,2000年9月,ＪＲ山陽本線「明石」徒歩12分,兵庫県明石市相生町１,グランドメゾン明石海岸通,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79192714/
明石市,マンション,3480.0,3LDK,68.23,,,2011年9月,ＪＲ山陽本線「西明石」徒歩7分,兵庫県明石市藤江,アルファライフ西明石,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78912629/
明石市,マンション,3480.0,2LDK+S（納戸）,67.4,,,2013年2月,ＪＲ山陽本線「明石」徒歩6分,兵庫県明石市桜町,デュオプレステージ明石駅前グランスカイ,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79021706/
明石市,マンション,3499.0,3LDK,64.81,,,1977年8月,ＪＲ山陽本線「土山」徒歩14分,兵庫県明石市二見町福里,明石二見ハイツ壱号棟,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78221437/
明石市,マンション,3580.0,3LDK,62.2,,,2007年3月,ＪＲ山陽本線「明石」徒歩9分,兵庫県明石市相生町２-6-9,リベール明石相生町,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20016853/
明石市,マンション,3680.0,3LDK,64.81,,,2005年11月,ＪＲ山陽本線「朝霧」徒歩5分,兵庫県明石市朝霧南町２,ネバーランド朝霧,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20268076/
明石市,マンション,3690.0,3LDK,98.29,,,2005年3月,ＪＲ山陽本線「朝霧」徒歩13分,兵庫県明石市朝霧南町４,ディーレスティア朝霧,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_76936487/
明石市,マンション,3780.0,3LDK,84.9,,,1996年3月,ＪＲ山陽本線「朝霧」徒歩1分,兵庫県明石市朝霧南町１,パークアーバン朝霧,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20053710/
明石市,マンション,3780.0,3LDK,68.64,,,2007年3月,山陽電鉄本線「山陽明石」徒歩10分,兵庫県明石市相生町２-6-9,リベール明石相生町,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78045908/
明石市,マンション,3840.0,4LDK+S（納戸）,145.41,,,2008年7月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大久保町,グラジオ大久保ミラコスタ,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20227859/
明石市,マンション,3900.0,3LDK,80.6,,,2005年10月,ＪＲ山陽本線「大久保」徒歩14分,兵庫県明石市大久保町大久保町,オーズガーデンイーストB棟,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78963523/
明石市,マンション,4180.0,2LDK+S（納戸）,61.71,,,2006年1月,ＪＲ山陽本線「明石」徒歩6分,兵庫県明石市東仲ノ町4-30,アルファステイツ明石駅前,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78770224/
明石市,マンション,4180.0,3LDK,66.04,,,1996年3月,ＪＲ山陽本線「朝霧」徒歩1分,兵庫県明石市朝霧南町１,パークアーバン朝霧,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79223066/
明石市,マンション,4280.0,3LDK,73.37,,,2020年1月,山陽電鉄本線「西新町」徒歩4分,兵庫県明石市田町１,リベール明石西新町,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20052918/
明石市,マンション,4380.0,2LDK,55.01,,,2018年11月,ＪＲ山陽本線「明石」徒歩6分,兵庫県明石市本町１,プレサンスロジェ明石本町,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78287469/
明石市,マンション,4450.0,3LDK,134.61,,,1991年2月,ＪＲ山陽本線「明石」徒歩10分,兵庫県明石市相生町２,藤和シティホームズ明石,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_77124212/
明石市,マンション,4450.0,3LDK,66.9,,,2023年3月,山陽電鉄本線「西新町」徒歩2分,兵庫県明石市西新町３,リアラス明石西新町,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78345617/
明石市,マンション,4450.0,3LDK,134.61,,,1991年2月,山陽電鉄本線「山陽明石」徒歩10分,兵庫県明石市相生町２,藤和シティホームズ明石～ペット可、明石駅近辺、稀少価…,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20272555/
明石市,マンション,4550.0,3LDK,66.7,,,2021年12月,ＪＲ山陽本線「大久保」徒歩7分,兵庫県明石市大久保町ゆりのき通２,シエリアシティ明石大久保A棟,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20131110/
明石市,マンション,4580.0,2LDK+S（納戸）,66.7,,,2021年12月,ＪＲ山陽本線「大久保」徒歩7分,兵庫県明石市大久保町ゆりのき通２,シエリアシティ明石大久保A棟　ガーデンマーク,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79220829/
明石市,マンション,4690.0,2LDK,72.1,,,2024年6月,ＪＲ山陽本線「大久保」徒歩3分,兵庫県明石市大久保町大窪,ワコーレ明石大久保ステーションフィール,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79216720/
明石市,マンション,4750.0,3LDK,67.0,,,2015年9月,ＪＲ山陽本線「明石」徒歩9分,兵庫県明石市中崎２,ザ・ネバーランド明石ハーバーゲート,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79223021/
明石市,マンション,4780.0,2LDK,65.0,,,2024年6月,ＪＲ山陽本線「大久保」徒歩3分,兵庫県明石市大久保町大窪,ワコーレ明石大久保ステーションフィール,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_78419348/
明石市,マンション,4950.0,3LDK,79.36,,,2013年1月,ＪＲ山陽本線「明石」徒歩11分,兵庫県明石市鷹匠町,アルファスマート明石公園,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_76346383/
明石市,マンション,4980.0,3LDK,72.85,,,2001年2月,ＪＲ山陽本線「明石」徒歩6分,兵庫県明石市東仲ノ町,アスピア明石東館,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79057616/
明石市,マンション,5790.0,3LDK,70.42,,,2020年1月,ＪＲ山陽本線「西明石」徒歩2分,兵庫県明石市小久保２-1-14,グランカサーレ西明石駅前,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20156230/
明石市,マンション,5980.0,2LDK,71.16,,,2023年9月,ＪＲ山陽本線「明石」徒歩7分,兵庫県明石市本町２-6-30,ワコーレ明石本町ラフィニティ,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79120106/
明石市,マンション,2500.0,3LDK,78.63,,,2017年1月,ＪＲ山陽本線「明石」徒歩1分,兵庫県明石市大明石町１,プラウドタワー明石,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_79232302/
明石市,マンション,7800.0,2LDK+S（納戸）,88.55,,,2017年1月,ＪＲ山陽本線「明石」徒歩1分,兵庫県明石市大明石町１,プラウドタワー明石,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20210196/
明石市,マンション,7800.0,2LDK+S（納戸）,88.55,,,2017年1月,ＪＲ山陽本線「明石」徒歩2分,兵庫県明石市大明石町１,プラウドタワー明石,https://suumo.jp/ms/chuko/hyogo/sc_akashi/nc_20210243/
明石市,戸建て,2990.0,3LDK,,132.04,93.98,2000年12月,ＪＲ山陽本線「大久保」バス9分停歩4分,兵庫県明石市大久保町大窪,明石市大久保町大窪 戸建,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20130137/
明石市,戸建て,5280.0,3LDK,,134.62,95.22,2020年10月,山陽電鉄本線「大蔵谷」徒歩11分,兵庫県明石市東野町,明石市東野町,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20281056/
明石市,戸建て,490.0,4DK,,63.14,66.0,1975年4月,山陽電鉄本線「藤江」徒歩6分,兵庫県明石市藤が丘２,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79145626/
明石市,戸建て,500.0,3LDK,,230.36,130.06,1971年4月,山陽電鉄本線「東二見」徒歩8分,兵庫県明石市二見町西二見737-3,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79067241/
明石市,戸建て,1090.0,2LDK,,72.71,65.37,1972年11月,ＪＲ山陽本線「魚住」徒歩13分,兵庫県明石市魚住町錦が丘１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_77824923/
明石市,戸建て,1180.0,4DK+S（納戸）,,101.38,79.48,1980年3月,山陽電鉄本線「東二見」徒歩7分,兵庫県明石市二見町東二見,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20016736/
明石市,戸建て,1190.0,4LDK,,100.0,86.53,1996年2月,ＪＲ山陽本線「魚住」徒歩24分,兵庫県明石市魚住町清水,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79119072/
明石市,戸建て,1280.0,2LDK,,69.42,72.19,1994年12月,山陽電鉄本線「藤江」徒歩13分,兵庫県明石市東藤江２,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20100192/
明石市,戸建て,1280.0,2LDK,,69.42,72.19,1994年12月,ＪＲ山陽本線「西明石」徒歩12分,兵庫県明石市東藤江２,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20097927/
明石市,戸建て,1280.0,3DK,,73.24,76.11,1981年9月,ＪＲ山陽本線「朝霧」徒歩9分,兵庫県明石市朝霧南町４,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79075240/
明石市,戸建て,1300.0,5DK,,62.1,59.58,1977年7月,山陽電鉄本線「西新町」徒歩6分,兵庫県明石市南王子町,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20241982/
明石市,戸建て,1480.0,4LDK,,118.24,85.87,1985年9月,山陽電鉄本線「東二見」徒歩19分,兵庫県明石市二見町福里,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20175145/
明石市,戸建て,1480.0,4LDK,,118.24,85.87,1985年9月,山陽電鉄本線「東二見」徒歩19分,兵庫県明石市二見町福里,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20264619/
明石市,戸建て,1530.0,4LDK,,103.51,86.16,1989年8月,ＪＲ山陽本線「大久保」バス7分停歩8分,兵庫県明石市大久保町大窪2620-410,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075885/
明石市,戸建て,1580.0,4LDK,,74.95,83.02,1997年5月,山陽電鉄本線「江井ケ島」徒歩8分,兵庫県明石市大久保町江井島,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79194412/
明石市,戸建て,1580.0,3LDK,,87.77,87.77,1998年9月,ＪＲ山陽本線「西明石」徒歩17分,兵庫県明石市藤江,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79225784/
明石市,戸建て,1680.0,5DK,,114.3,90.25,1990年4月,ＪＲ山陽本線「魚住」徒歩6分,兵庫県明石市魚住町西岡,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79195817/
明石市,戸建て,1780.0,3LDK,,123.42,88.6,1987年11月,山陽電鉄本線「江井ケ島」徒歩8分,兵庫県明石市大久保町西島４９１－８,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20107141/
明石市,戸建て,1800.0,3LDK,,69.54,87.77,1999年11月,ＪＲ山陽本線「大久保」徒歩11分,兵庫県明石市大久保町大窪377-18,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20278820/
明石市,戸建て,1999.0,4LDK,,157.02,96.79,1986年10月,山陽電鉄本線「大蔵谷」徒歩16分,兵庫県明石市東朝霧丘27-8,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20234146/
明石市,戸建て,1999.0,4LDK,,157.02,96.79,1986年10月,山陽電鉄本線「大蔵谷」徒歩15分,兵庫県明石市東朝霧丘,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20236834/
明石市,戸建て,1999.0,4LDK,,157.02,96.79,1986年10月,山陽電鉄本線「大蔵谷」徒歩18分,兵庫県明石市東朝霧丘,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20236750/
明石市,戸建て,1999.0,4LDK,,157.02,96.79,1986年10月,山陽電鉄本線「大蔵谷」徒歩16分,兵庫県明石市東朝霧丘,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20255199/
明石市,戸建て,2080.0,3LDK,,101.58,91.72,1985年1月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪689-7,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20169667/
明石市,戸建て,2080.0,3LDK,,101.58,91.72,1985年1月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78824194/
明石市,戸建て,2080.0,3LDK,,101.58,91.72,1985年1月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20267474/
明石市,戸建て,2150.0,4LDK,,66.96,113.85,2005年2月,山陽電鉄本線「西新町」徒歩14分,兵庫県明石市岬町,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20187995/
明石市,戸建て,2150.0,4LDK,,66.96,113.85,2005年2月,山陽電鉄本線「西新町」徒歩16分,兵庫県明石市岬町,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78510569/
明石市,戸建て,2299.0,3LDK,,97.02,83.62,1993年9月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪６８７－１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20107107/
明石市,戸建て,2299.0,3LDK,,97.02,83.62,1993年9月,ＪＲ山陽本線「大久保」徒歩11分,兵庫県明石市大久保町大窪687-1,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075914/
明石市,戸建て,2299.0,3LDK,,97.02,83.62,1993年8月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20210575/
明石市,戸建て,2299.0,3LDK,,97.02,83.62,1993年9月,ＪＲ山陽本線「大久保」徒歩10分,兵庫県明石市大久保町大窪687-1,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_77571781/
明石市,戸建て,2390.0,3LDK,,89.18,86.94,2017年3月,ＪＲ山陽本線「大久保」徒歩22分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20278797/
明石市,戸建て,2390.0,3LDK,,103.78,88.18,2017年3月,ＪＲ山陽本線「大久保」車99.9km,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20264329/
明石市,戸建て,2449.0,5LDK,,137.44,121.49,1998年11月,山陽電鉄本線「大蔵谷」徒歩23分,兵庫県明石市朝霧台3783-121,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78663854/
明石市,戸建て,2480.0,4LDK,,113.17,99.22,2006年3月,山陽電鉄本線「西二見」徒歩14分,兵庫県明石市二見町西二見396-7,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79099328/
明石市,戸建て,2580.0,4LDK,,92.24,91.91,2012年6月,ＪＲ山陽本線「魚住」徒歩7分,兵庫県明石市魚住町西岡418-16,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20107167/
明石市,戸建て,2580.0,4LDK,,92.24,91.91,2012年6月,ＪＲ山陽本線「魚住」徒歩7分,兵庫県明石市魚住町西岡418-16,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075539/
明石市,戸建て,2580.0,3LDK,,103.78,88.18,2017年3月,ＪＲ山陽本線「大久保」バス5分停歩1分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20191909/
明石市,戸建て,2580.0,4LDK,,92.24,91.91,2012年6月,ＪＲ山陽本線「魚住」徒歩6分,兵庫県明石市魚住町西岡,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79172563/
明石市,戸建て,2580.0,5LDK+S（納戸）,,154.99,124.85,1994年2月,ＪＲ山陽本線「西明石」徒歩15分,兵庫県明石市藤江,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78805381/
明石市,戸建て,2580.0,5LDK,,154.99,124.85,1994年2月,ＪＲ山陽本線「西明石」徒歩15分,兵庫県明石市藤江,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20014371/
明石市,戸建て,2599.0,3LDK+S（納戸）,,104.71,94.15,1994年7月,山陽電鉄本線「西二見」徒歩12分,兵庫県明石市二見町西二見784-68,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20255121/
明石市,戸建て,2599.0,3LDK+S（納戸）,,104.71,94.15,1994年7月,山陽電鉄本線「西二見」徒歩12分,兵庫県明石市二見町西二見784-68,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20252651/
明石市,戸建て,2599.0,3LDK+S（納戸）,,104.71,94.15,1994年7月,山陽電鉄本線「西二見」徒歩10分,兵庫県明石市二見町西二見784-68,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20260996/
明石市,戸建て,2599.0,3LDK+S（納戸）,,104.71,94.15,1994年7月,山陽電鉄本線「西二見」徒歩12分,兵庫県明石市二見町西二見,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20249532/
明石市,戸建て,2599.0,3LDK+S（納戸）,,104.71,94.15,1994年7月,山陽電鉄本線「西二見」徒歩9分,兵庫県明石市二見町西二見,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20254872/
明石市,戸建て,2680.0,3LDK+S（納戸）,,114.76,114.76,2009年4月,山陽電鉄本線「山陽魚住」徒歩9分,兵庫県明石市魚住町住吉３,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79191502/
明石市,戸建て,2680.0,4LDK,,123.59,99.37,2009年12月,山陽電鉄本線「西江井ケ島」徒歩11分,兵庫県明石市大久保町西島,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20187989/
明石市,戸建て,2699.0,3LDK,,60.13,97.05,1998年7月,山陽電鉄本線「西新町」徒歩9分,兵庫県明石市田町２-３－８,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20107115/
明石市,戸建て,2699.0,3LDK,,60.13,97.05,1998年7月,山陽電鉄本線「西新町」徒歩9分,兵庫県明石市田町２-3-8,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79088769/
明石市,戸建て,2700.0,4LDK,,112.19,106.4,2012年4月,山陽電鉄本線「東二見」徒歩13分,兵庫県明石市魚住町西岡,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20168451/
明石市,戸建て,2770.0,4LDK,,134.05,98.53,2008年5月,ＪＲ山陽本線「西明石」徒歩22分,兵庫県明石市藤江1945-11,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075803/
明石市,戸建て,2780.0,3LDK,,126.38,96.79,2024年12月,ＪＲ山陽本線「大久保」バス21分停歩1分,兵庫県明石市大久保町山手台２,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20174039/
明石市,戸建て,2780.0,3DK,,163.69,88.6,2014年3月,山陽電鉄本線「江井ケ島」徒歩8分,兵庫県明石市大久保町江井島,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20109107/
明石市,戸建て,2830.0,3LDK,,119.95,76.18,2015年3月,ＪＲ山陽本線「土山」徒歩17分,兵庫県明石市二見町福里,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20090828/
明石市,戸建て,2880.0,4LDK,,122.33,103.09,2014年10月,ＪＲ山陽本線「魚住」徒歩15分,兵庫県明石市魚住町西岡2466-6,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075692/
明石市,戸建て,2880.0,4LDK,,119.85,92.74,2011年3月,山陽電鉄本線「西新町」徒歩18分,兵庫県明石市和坂１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78196611/
明石市,戸建て,2880.0,4LDK,,119.85,92.74,2011年3月,山陽電鉄本線「西新町」徒歩15分,兵庫県明石市和坂１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79175485/
明石市,戸建て,3090.0,4LDK,,125.57,100.19,2014年9月,ＪＲ山陽本線「魚住」徒歩14分,兵庫県明石市魚住町住吉４-8-2,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075358/
明石市,戸建て,3090.0,4LDK,,125.57,100.19,2014年9月,ＪＲ山陽本線「魚住」徒歩13分,兵庫県明石市魚住町住吉４,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20016628/
明石市,戸建て,3100.0,3LDK,,57.46,86.11,2020年9月,ＪＲ山陽本線「西明石」徒歩16分,兵庫県明石市鳥羽,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78994698/
明石市,戸建て,3180.0,4LDK,,130.31,99.98,2019年5月,山陽電鉄本線「江井ケ島」徒歩7分,兵庫県明石市大久保町江井島,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79020309/
明石市,戸建て,3280.0,4LDK,,107.76,100.58,2019年2月,ＪＲ山陽本線「大久保」徒歩21分,兵庫県明石市大久保町大窪,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20258173/
明石市,戸建て,3400.0,4LDK,,143.49,98.1,2016年10月,ＪＲ山陽本線「魚住」徒歩10分,兵庫県明石市魚住町西岡,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79012556/
明石市,戸建て,3480.0,3LDK+S（納戸）,,104.35,89.84,2020年7月,山陽電鉄本線「西二見」徒歩9分,兵庫県明石市二見町西二見661-88,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20142246/
明石市,戸建て,3480.0,4LDK,,136.59,105.85,2008年5月,山陽電鉄本線「林崎松江海岸」徒歩9分,兵庫県明石市貴崎５,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_77458019/
明石市,戸建て,3480.0,4DDKK,,48.26,92.41,1998年2月,ＪＲ山陽本線「明石」徒歩6分,兵庫県明石市大明石町１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_77802361/
明石市,戸建て,3480.0,3LDK,,105.35,89.84,2020年7月,山陽電鉄本線「西二見」徒歩9分,兵庫県明石市二見町西二見,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20070035/
明石市,戸建て,3480.0,3LDK,,104.35,89.84,2020年7月,山陽電鉄本線「西二見」徒歩10分,兵庫県明石市二見町西二見,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20090861/
明石市,戸建て,3500.0,5LDK,,131.47,104.33,2016年4月,山陽電鉄本線「東二見」徒歩18分,兵庫県明石市二見町東二見680-13,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20076273/
明石市,戸建て,3580.0,4LDK,,118.78,102.68,2019年4月,ＪＲ山陽本線「魚住」徒歩19分,兵庫県明石市魚住町清水,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78443482/
明石市,戸建て,3650.0,4LDK+S（納戸）,,113.84,99.77,2021年12月,ＪＲ山陽本線「大久保」徒歩27分,兵庫県明石市大久保町大窪2039-104,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075934/
明石市,戸建て,3680.0,5DK,,124.75,107.87,1977年11月,ＪＲ山陽本線「明石」徒歩18分,兵庫県明石市太寺４,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_79181072/
明石市,戸建て,3698.0,3LDK,,129.47,97.29,2022年9月,ＪＲ山陽本線「土山」徒歩21分,兵庫県明石市二見町福里175-10,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20063473/
明石市,戸建て,3698.0,3LDK,,129.47,97.29,2022年9月,ＪＲ山陽本線「土山」徒歩21分,兵庫県明石市二見町福里175-10,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20058999/
明石市,戸建て,3800.0,5LDK+S（納戸）,,156.55,119.13,2019年1月,山陽電鉄本線「東二見」徒歩18分,兵庫県明石市魚住町西岡2200-22,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075774/
明石市,戸建て,3850.0,5LDK,,107.39,120.83,1985年5月,ＪＲ山陽本線「明石」徒歩22分,兵庫県明石市大久保町駅前１-5-2,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075446/
明石市,戸建て,3850.0,4LDK,,186.57,139.57,1989年9月,山陽電鉄本線「大蔵谷」バス6分停歩9分,兵庫県明石市朝霧台3776-110,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78897059/
明石市,戸建て,3850.0,4LDK,,186.57,139.57,1989年9月,ＪＲ山陽本線「朝霧」徒歩24分,兵庫県明石市朝霧台,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78651349/
明石市,戸建て,3850.0,4LDK,,186.57,139.57,1989年9月,ＪＲ山陽本線「朝霧」徒歩24分,兵庫県明石市朝霧台3776-110,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78690637/
明石市,戸建て,3880.0,3LDK+S（納戸）,,130.61,100.01,2013年1月,山陽電鉄本線「西新町」徒歩9分,兵庫県明石市南王子町,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78337965/
明石市,戸建て,3890.0,4LDK,,132.38,101.44,2010年8月,山陽電鉄本線「人丸前」徒歩17分,兵庫県明石市太寺４-3-23,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075381/
明石市,戸建て,4080.0,4LDK,,130.71,103.09,2025年5月,ＪＲ山陽本線「土山」徒歩9分,兵庫県明石市魚住町清水2153-1,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20075479/
明石市,戸建て,4280.0,2LDK+S（納戸）,,150.07,97.44,2023年6月,山陽電鉄本線「西江井ケ島」徒歩4分,兵庫県明石市魚住町中尾,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_78728647/
明石市,戸建て,4280.0,3LDK,,133.02,106.0,2014年3月,山陽電鉄本線「西新町」徒歩7分,兵庫県明石市南王子町,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20208743/
明石市,戸建て,4290.0,3LDK,,140.9,108.47,2021年11月,ＪＲ山陽本線「魚住」徒歩14分,兵庫県明石市魚住町住吉３,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20232457/
明石市,戸建て,4380.0,3LDK+S（納戸）,,144.97,107.64,2023年1月,ＪＲ山陽本線「魚住」バス8分停歩3分,兵庫県明石市魚住町西岡,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20126072/
明石市,戸建て,4580.0,3LDK,,143.06,107.64,2025年2月,ＪＲ山陽本線「魚住」バス9分停歩7分,兵庫県明石市大久保町西脇,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20275501/
明石市,戸建て,4690.0,4LDK,,140.37,125.45,2021年7月,ＪＲ山陽本線「土山」徒歩15分,兵庫県明石市二見町福里79-7,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20241637/
明石市,戸建て,4880.0,3LDK,,94.01,91.12,2022年1月,ＪＲ山陽本線「西明石」徒歩11分,兵庫県明石市西明石北町１,,https://suumo.jp/chukoikkodate/hyogo/sc_akashi/nc_20113889/
