"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","尾上町","浜の宮",15,5000000,"",115,"","","",90,"1981年","木造","","","","","","１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","尾上町","尾上の松",15,1000000,"",95,"","","",65,"戦前","木造","","","北東","公道",4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","西神吉町","宝殿",20,6200000,"",130,"","","",80,"1988年","木造","","","","",5.4,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","東神吉町","宝殿",25,19000000,"",360,"","","",140,"1993年","木造","","","南東","公道",14,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","東神吉町","宝殿",25,13000000,"",125,"","","",90,"2001年","木造","","","南東","公道",5.4,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,15000000,"",110,"","","",90,"2010年","木造","","","南西","公道",5.4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",5,27000000,"",130,"","","",100,"2024年","木造","","","北西","公道",11.9,"１種住居",70,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",5,25000000,"",130,"","","",95,"2024年","木造","","","南西","公道",12,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","","",36000000,"",150,"","","",100,"2024年","木造","","","南東","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,36000000,"",130,"","","",100,"2024年","木造","","","西","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松","30分～60分",9600000,"",125,"","","",80,"1980年","木造","","","","",4.1,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,35000000,"",145,"","","",105,"2019年","木造","","","南東","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,9500000,"",135,"","","",105,"1989年","軽量鉄骨造","","","","公道",5.4,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",5,24000000,"",100,"","","",100,"2025年","木造","","","南東","公道",6,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",10,12000000,"",135,"","","",105,"1992年","木造","","","","","","１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,22000000,"",185,"","","",110,"2010年","木造","","","北東","公道","","１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",25,19000000,"",150,"","","",120,"2010年","木造","","","","",6,"１中住専",70,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",10,4600000,"",115,"","","",105,"1985年","木造","","","","",5,"２種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,36000000,"",130,"","","",100,"2024年","木造","","","","公道","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",10,14000000,"",140,"","","",125,"1997年","木造","","","","","","１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",15,29000000,"",105,"","","",95,"2025年","木造","","","東","公道",6.7,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,20000000,"",205,"","","",120,"1997年","軽量鉄骨造","","","","",6.3,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",15,15000000,"",110,"","","",90,"1995年","木造","","","","",5.3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","米田町","宝殿",10,22000000,"",120,"","","",100,"2014年","木造","","","","",3.3,"１種住居",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",5,28000000,"",140,"","","",115,"1974年","木造","","","","",4.3,"１種住居",60,172,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",15,2500000,"",90,"","","",80,"1973年","軽量鉄骨造","","","","",4.2,"１中住専",60,168,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,38000000,"",130,"","","",100,"2024年","木造","","","南東","公道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川","",28000000,"",150,"","","",100,"2025年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",25,13000000,"",100,"","","",75,"1986年","木造","","","東","公道","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,9600000,"",130,"","","",80,"1978年","木造","","","","",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",20,13000000,"",140,"","","",85,"1996年","木造","","","","",4.3,"１中住専",60,172,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松","30分～60分",4800000,"",120,"","","",90,"1984年","木造","","","南西","公道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",15,24000000,"",215,"","","",125,"2000年","木造","","","西","公道",4.7,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",20,12000000,"",125,"","","",110,"1996年","木造","","","北西","",11.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",15,4000000,"",70,"","","",65,"1974年","木造","","","","私道",4.5,"１中住専",60,180,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",15,2700000,"",80,"","","",65,"1972年","木造","","","北東","公道",6.3,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",10,2800000,"",70,"","","",65,"1971年","木造","","","","",4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",10,38000000,"",125,"","","",100,"2024年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,8800000,"",95,"","","",65,"2001年","木造","","","北東","公道",6.3,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",10,17000000,"",135,"","","",120,"1989年","木造","","","","",6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",15,23000000,"",125,"","","",100,"2011年","木造","","","","",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",15,2000000,"",65,"","","",65,"1973年","木造","","","南東","私道",3,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","米田町","宝殿",25,11000000,"",100,"","","",75,"1992年","木造","","","","",4.6,"２中住専",60,184,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川","",25000000,"",165,"","","",110,"2025年","木造","","","","","","１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川","",26000000,"",145,"","","",100,"2025年","木造","","","","","","１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",25,35000000,"",135,"","","",100,"2020年","木造","","","","",5.4,"２低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","日岡",15,13000000,"",130,"","","",95,"1988年","木造","","","","",6,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川","",30000000,"",120,"","","",135,"2013年","軽量鉄骨造","","","北東","公道",5.3,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",25,27000000,"",150,"","","",100,"2022年","木造","","","","公道","","１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",15,22000000,"",255,"","","",110,"2007年","木造","","","北西","公道",6,"工業",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",20,21000000,"",115,"","","",105,"2005年","木造","","","","","","２中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",10,50000000,"",190,"","","",130,"2012年","軽量鉄骨造","","","北西","公道",7.5,"２種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",10,39000000,"",125,"","","",100,"2024年","木造","","","","","","１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","尾上の松",15,4000000,"",75,"","","",70,"1974年","木造","","","南西","公道",6,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","加古川町","加古川",20,11000000,"",115,"","","",85,"1995年","木造","","","東","公道",10,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","米田町","宝殿",25,25000000,"",145,"","","",95,"2025年","木造","","","北","公道",5.9,"２低住専",60,150,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","米田町","宝殿",25,11000000,"",155,"","","",125,"1971年","木造","","","","",4.1,"２低住専",70,150,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","米田町","加古川","",11000000,"",160,"","","",115,"1990年","木造","","","","","","２中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","神野町","神野",10,11000000,"",145,"","","",100,"1990年","木造","","","","",5,"１低住専",50,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","","",2500000,"",90,"","","",75,"1973年","","","","北","私道",4,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",20,27000000,"",145,"","","",100,"2019年","木造","","","東","公道",6,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",20,23000000,"",155,"","","",100,"2020年","木造","","","","","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",10,6100000,"",115,"","","",90,"1989年","木造","","","","","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,17000000,"",140,"","","",95,"1994年","木造","","","南西","公道",5.4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,12000000,"",130,"","","",110,"1989年","木造","","","北","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山","",25000000,"",145,"","","",100,"2025年","木造","","","北","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,34000000,"",310,"","","",160,"1986年","軽量鉄骨造","","","南西","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山","",24000000,"",135,"","","",100,"2025年","木造","","","北","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,4800000,"",65,"","","",60,"1972年","木造","","","","","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,11000000,"",110,"","","",90,"1987年","木造","","","","","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",10,24000000,"",135,"","","",105,"2014年","木造","","","","",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,15000000,"",110,"","","",100,"1998年","木造","","","","",6.3,"２中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",10,1400000,"",60,"","","",50,"1973年","木造","","","","",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,16000000,"",155,"","","",110,"1984年","木造","","","","",6,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,24000000,"",135,"","","",100,"2007年","木造","","","西","公道",4.8,"工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",10,28000000,"",145,"","","",105,"2024年","木造","","","南","公道",5.7,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,27000000,"",125,"","","",100,"2024年","木造","","","南","公道",5.9,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,26000000,"",125,"","","",100,"2024年","木造","","","北","公道",5.9,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",20,4100000,"",190,"","","",100,"1986年","木造","","","南西","公道",5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","山手","神野","",10000000,"",230,"","","",85,"1972年","木造","","","南西","公道",5,"２低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","山手","神野","",11000000,"",150,"","","",95,"1993年","木造","","","南","公道",5,"２低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","","",2000000,"",75,"","","",65,"1976年","木造","","","南西","私道",4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",10,16000000,"",155,"","","",100,"1997年","木造","","","","","","準住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,16000000,"",100,"","","",90,"1998年","木造","","","北西","公道",6.4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",20,18000000,"",110,"","","",100,"2005年","木造","","","","公道","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,40000000,"",130,"","","",100,"2021年","木造","","","","","","工業",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",20,22000000,"",185,"","","",100,"2008年","木造","","","北西","公道",4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",20,15000000,"",180,"","","",120,"1986年","軽量鉄骨造","","","","",4.2,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,33000000,"",135,"","","",135,"2005年","木造","","","北西","公道",6,"準工業",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",10,26000000,"",100,"","","",95,"2017年","木造","","","南","私道",5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,16000000,"",100,"","","",90,"1998年","木造","","","","",6.4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","浜の宮",10,27000000,"",135,"","","",100,"2025年","木造","","","南西","公道",4.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","浜の宮",15,19000000,"",145,"","","",95,"2018年","木造","","","北西","私道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","別府(兵庫)",5,9500000,"",110,"","","",90,"1996年","木造","","","南東","公道",6.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,25000000,"",125,"","","",105,"2024年","木造","","","南","公道",5.9,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,24000000,"",125,"","","",100,"2024年","木造","","","北","公道",5.9,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",15,25000000,"",175,"","","",180,"2005年","鉄骨造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","神野町","神野",5,24000000,"",160,"","","",100,"2025年","木造","","","東","公道",4.9,"１種住居",60,194,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","神野町","神野",5,26000000,"",160,"","","",100,"2025年","木造","","","東","公道",4.9,"１種住居",60,195,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",25,2000000,"",120,"","","",65,"1966年","木造","","","南西","私道",3.9,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川","",23000000,"",120,"","","",100,"2025年","木造","","","北東","私道",4.2,"工業",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山","",24000000,"",135,"","","",100,"2025年","木造","","","北","私道",4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",15,22000000,"",105,"","","",100,"2005年","木造","","","","",9.5,"準工業",70,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","土山",25,20000000,"",235,"","","",175,"2006年","木造","","","北東","",4,"１中住専",60,160,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","平岡町","東加古川",20,29000000,"",140,"","","",125,"2017年","木造","","","南西","公道",4.3,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","浜の宮",25,17000000,"",170,"","","",105,"2013年","木造","","","南東","公道",5.1,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","別府(兵庫)",20,4800000,"",110,"","","",65,"1974年","軽量鉄骨造","","","南東","公道",10.3,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町","浜の宮",10,25000000,"",130,"","","",100,"2025年","木造","","","南西","公道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",10,24000000,"",195,"","","",100,"2024年","木造","","","南","公道",5.7,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,24000000,"",155,"","","",100,"2016年","木造","","","南東","公道",4,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",10,27000000,"",135,"","","",105,"2022年","木造","","","北東","公道",6,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28210","兵庫県","加古川市","山手","神野",20,19000000,"",305,"","","",150,"1990年","軽量鉄骨造","","","南西","公道",5.9,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",14,3300000,"",115,"","ほぼ長方形",9,105,"1974年","木造","住宅","","南西","市道",4.3,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",14,3900000,120000,105,36000,"長方形",6.5,"","","","","","北","道路",4,"工業",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",14,6500000,"",140,"","ほぼ整形","",110,"1984年","鉄骨造","住宅","住宅","北西","市道",5.5,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",13,2500000,"",105,"","ほぼ長方形",6.5,65,"1971年","木造","住宅","住宅","南","私道",4,"工業",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",9,46000000,"",145,"","ほぼ整形",9,120,"","","","住宅","南東","市道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",8,4500000,"",130,"","ほぼ整形",10.1,75,"1979年","木造","住宅","","南西","市道",6.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",12,4100000,"",135,"","ほぼ長方形",15.5,80,"1972年","木造","住宅","住宅","南","市道",4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",6,22000000,"",105,"","ほぼ正方形",10,"","2024年","木造","住宅","住宅","南西","市道",6.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","工業地","28210","兵庫県","加古川市","尾上町","尾上の松",19,2100000,24000,290,7200,"不整形",2,"","","","","","東","市道",5,"工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",11,24000000,"",155,"","袋地等","",100,"2025年","木造","住宅","住宅","北東","市道",6,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",4,65000000,"",300,"","ほぼ整形",23.5,155,"","","","住宅","南東","区画街路",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",6,3000000,"",260,"","不整形",17,155,"1958年","木造","住宅","その他","南西","市道",2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",11,14000000,"",130,"","ほぼ台形",13,90,"2000年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",9,210000000,"","2,000㎡以上","","不整形","50.0m以上","2,000㎡以上","1965年","ＲＣ","共同住宅","その他","北","市道",5.7,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",15,9100000,"",110,"","ほぼ長方形",6.6,95,"2005年","木造","住宅","住宅","南","市道",4,"工業",60,200,"2024年第4四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",12,11000000,190000,190,58000,"ほぼ台形",15.5,"","","","","住宅","南東","市道",4,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",11,40000000,"",140,"","ほぼ長方形",13.5,115,"2024年","木造","住宅","住宅","北西","私道",5.5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",10,14000000,310000,145,94000,"ほぼ長方形",9.6,"","","","","住宅","北西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",13,7000000,"",100,"","ほぼ長方形","",85,"2000年","木造","住宅","住宅","東","道路",4.3,"工業",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",12,61000000,200000,1000,61000,"ほぼ長方形","","","","","","","北","市道",4,"工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",18,98000000,"",690,"","ほぼ整形",19,340,"1998年","鉄骨造","事務所、倉庫","","北","市道",14,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","尾上町","尾上の松",11,5500000,120000,145,38000,"ほぼ長方形",10.2,"","","","","住宅","北","市道",4,"１種住居",60,200,"2024年第4四半期",""
