"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","野口町坂元北","加古川",25,48000000,"",175,"","ほぼ整形",15,65,"","","住宅","住宅","南西","市道",13,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","加古川",26,2700000,"",170,"","ほぼ長方形",14.5,90,"1989年","木造","住宅","住宅","南西","道路",4,"調整区域",60,200,"2025年第1四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","加古川","30分～60分",9000000,"",1100,"","不整形","",145,"","木造","住宅","住宅","北東","市道",3.5,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","日岡",29,13000000,180000,240,53000,"ほぼ長方形",12.6,"","","","","住宅","南東","市道",6,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",15,25000000,"",220,"","不整形",11.8,95,"2025年","木造","住宅","住宅","南東","市道",5,"１低住専",50,100,"2025年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",29,4500000,"",230,"","ほぼ台形",21,95,"1968年","","住宅","住宅","北西","市道",3.8,"２中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",1500000,"",175,"","ほぼ整形","",80,"1970年","軽量鉄骨造","住宅","住宅","西","道路",4,"調整区域",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",18,18000000,"",230,"","ほぼ整形",13.7,200,"1984年","ＲＣ","住宅","住宅","南西","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",18,25000000,350000,230,110000,"ほぼ整形",13.5,"","","","","その他","南西","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",8500000,"",135,"","ほぼ整形",12,85,"1972年","軽量鉄骨造","住宅","その他","西","市道",6,"調整区域","","","2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",4400000,"",790,"","不整形",32,100,"1981年","木造","住宅","住宅","北西","道路",2.5,"調整区域","","","2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",12,6000000,"",125,"","ほぼ整形",9,90,"1990年","木造","住宅","住宅","北東","市道",7,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","2H～",13000000,"",260,"","ほぼ整形",20,120,"1997年","軽量鉄骨造","住宅","住宅","南西","私道",4,"調整区域","","","2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",16,14000000,"",230,"","ほぼ長方形",13.7,120,"1982年","木造","住宅","住宅","南西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",2000000,"",320,"","ほぼ長方形",20,"","1996年","軽量鉄骨造","住宅","住宅","南東","私道",1.3,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",16,31000000,"",175,"","ほぼ整形",6.6,105,"2024年","木造","共同住宅","住宅","東","市道",2.7,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",3100000,30000,340,9100,"不整形",29.5,"","","","","その他","南西","県道",9.3,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",11,3000000,"",115,"","ほぼ正方形",10.2,65,"1976年","木造","住宅","住宅","北西","私道",4.5,"１低住専",50,100,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",21,6900000,"",105,"","ほぼ長方形",8,85,"1982年","木造","住宅","住宅","南","市道",2.8,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",4800000,"",240,"","ほぼ長方形",24,120,"1978年","木造","住宅","住宅","南西","県道",7,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",18,24000000,"",130,"","ほぼ長方形",13.5,100,"2024年","木造","住宅","住宅","北東","市道",6.2,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",23,7800000,"",80,"","ほぼ長方形",7.9,75,"2004年","木造","住宅","住宅","北","私道",3.4,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿","30分～60分",300000,3400,290,1000,"ほぼ長方形",20.5,"","","","","","南東","私道",1.3,"調整区域","","","2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",20,25000000,"",175,"","ほぼ整形",8,100,"2024年","木造","住宅","住宅","南","市道",5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","東神吉町","宝殿",16,26000000,200000,440,59000,"不整形",14,"","","","","住宅","北西","道路",6,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",23,24000000,"",130,"","ほぼ長方形","",95,"2025年","木造","住宅","住宅","北","私道",4.3,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",18,26000000,310000,280,95000,"ほぼ長方形","","","","","","住宅","南西","市道",6,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",20,12000000,"",100,"","ほぼ整形",7.5,95,"1995年","木造","住宅","住宅","北東","市道",5.5,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",28,15000000,340000,140,100000,"長方形",10.1,"","","","","住宅","南","道路",6,"工業",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",7,21000000,"",125,"","ほぼ長方形",8,95,"2005年","木造","住宅","住宅","北西","市道",5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",16,47000000,250000,630,74000,"ほぼ長方形","","","","","","住宅","南西","市道",4.9,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",8,43000000,"",185,"","ほぼ整形",11,90,"2023年","木造","住宅","住宅","北西","道路",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山","30分～60分",19000000,290000,220,86000,"不整形",20,"","","","","住宅","南","市道",6,"工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",19,5500000,"",145,"","ほぼ正方形",11,85,"1973年","木造","住宅","住宅","北","私道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","土山",20,4300000,110000,130,33000,"ほぼ整形",10,"","","","","住宅","北","私道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",20,2700000,87000,100,26000,"長方形",7,"","","","","住宅","南西","市道",3.2,"工業",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",5,14000000,210000,220,65000,"ほぼ長方形",6,"","","","","住宅","南西","市道",4,"１種住居",60,200,"2025年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",20,8600000,"",105,"","ほぼ長方形","",75,"1987年","木造","住宅","その他","北西","私道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",15,35000000,"",110,"","ほぼ長方形","",95,"2025年","木造","住宅","住宅","南西","市道",4.1,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",24,200000,"",120,"","ほぼ長方形","",65,"1966年","木造","住宅","","南西","私道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",9,3100000,"",85,"","ほぼ長方形","",90,"1974年","木造","住宅","住宅","北西","私道",2.5,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",11,250000000,"","2,000㎡以上","","不整形","",900,"1968年","ＲＣ","共同住宅","その他","南東","県道",20,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",16,68000000,440000,520,130000,"不整形","","","","","","住宅","南東","市道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",18,5000000,"",105,"","袋地等","",70,"1964年","木造","住宅","その他","北東","私道",4.2,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",6,5300000,"",75,"","ほぼ台形","",70,"2002年","木造","住宅","その他","南西","道路",4.1,"１種住居",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",10,2000000,"",75,"","ほぼ整形",5.8,60,"1972年","木造","住宅","住宅","北西","市道",3,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",15,12000000,360000,110,110000,"ほぼ整形",9,"","","","","住宅","北東","市道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",6,96000000,"",290,"","ほぼ整形",9,220,"2016年","軽量鉄骨造","共同住宅、店舗","住宅","北東","市道",5.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",14,9200000,300000,100,91000,"ほぼ長方形",8,"","","","","その他","西","市道",4.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",3,27000000,"",90,"","ほぼ整形",8,95,"2025年","木造","住宅","住宅","北東","市道",6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",12,4000000,"",90,"","ほぼ整形",11.5,65,"1975年","木造","住宅","住宅","南西","私道",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",7,21000000,350000,195,110000,"ほぼ整形",7.3,"","","","","住宅","南西","市道",4.4,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",8,11000000,390000,90,120000,"ほぼ長方形",6.8,"","","","","住宅","北東","市道",5.1,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",12,13000000,"",200,"","ほぼ正方形",15,135,"1962年","木造","住宅","住宅","北","市道",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",18,38000000,"",185,"","不整形",3,90,"2024年","木造","住宅","住宅","南西","市道",7,"１中住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",18,8000000,"",170,"","ほぼ長方形",11.2,110,"1971年","軽量鉄骨造","住宅","住宅","南東","市道",6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",14,9500000,"",140,"","ほぼ長方形","","","","","","住宅","北東","私道",4.4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",10,22000000,370000,195,110000,"ほぼ長方形","","","","","","住宅","北東","市道",6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",23,17000000,160000,340,49000,"不整形","","","","","","住宅","南西","私道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",15,68000000,1900000,120,570000,"不整形",10.3,"","","","","住宅","南東","市道",4.2,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",14,18000000,280000,210,85000,"ほぼ長方形",10,"","","","","その他","接面道路無","","","１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",24,3000000,140000,70,42000,"ほぼ台形","","","","","","その他","南","道路",3,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",8,3500000,"",125,"","不整形","",75,"1976年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",10,18000000,"",100,"","ほぼ整形",7,95,"2017年","木造","住宅","その他","南","私道",5.2,"１中住専",60,200,"2025年第1四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",12,12000000,"",125,"","ほぼ長方形","",105,"1989年","木造","住宅","住宅","北東","私道",4.2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",21,7100000,"",125,"","ほぼ長方形","",120,"1998年","軽量鉄骨造","住宅","その他","南西","道路",4,"１低住専",50,100,"2025年第1四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",10,14000000,460000,100,140000,"ほぼ長方形","","","","","","住宅","北","市道",6,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",6,2000000,"",125,"","ほぼ長方形","",70,"1976年","木造","住宅","住宅","南西","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",21,45000000,"",135,"","ほぼ長方形","",110,"2025年","木造","住宅","","北西","道路",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",16,65000000,230000,930,70000,"不整形",15.9,"","","","","住宅","北","市道",3.7,"１中住専",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",13,10000000,"",310,"","不整形","",145,"1979年","木造","住宅","住宅","南東","道路",4,"１低住専",50,100,"2025年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",12,17000000,"",200,"","ほぼ長方形","",115,"1990年","木造","住宅","住宅","西","市道",4.7,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",23,6000000,"",115,"","ほぼ台形",8,75,"1984年","木造","住宅","住宅","北東","私道",4,"工業",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",16,7600000,"",110,"","ほぼ台形",6.5,60,"1968年","木造","住宅","住宅","南西","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",11,3400000,"",80,"","ほぼ長方形",6,65,"1978年","木造","住宅","住宅","北西","市道",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",19,1300000,"",750,"","不整形",38,185,"1951年","木造","住宅","その他","北","道路",2,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",28,14000000,170000,280,50000,"ほぼ整形",12,"","","","","その他","南","市道",4.8,"工業",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",15,11000000,260000,145,78000,"ほぼ整形",12,"","","","","その他","北東","市道",4,"２中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",14,16000000,"",190,"","ほぼ正方形",16.5,120,"1975年","木造","住宅","住宅","北東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",14,81000000,250000,1100,76000,"不整形",18,"","","","","住宅","北西","道路",4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",10,69000000,"",200,"","ほぼ長方形","","","2025年","","","住宅","北東","市道",4.8,"２低住専",60,150,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",21,21000000,210000,320,65000,"ほぼ長方形","","","","","","住宅","南東","私道",4.2,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","東加古川",11,110000000,"",270,"","ほぼ長方形",10.5,330,"2025年","木造","共同住宅","住宅","南東","市道",4.5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","別府(兵庫)",19,13000000,250000,170,75000,"不整形","","","","","","住宅","北","市道",8.3,"調整区域",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","別府(兵庫)",12,15000000,320000,155,97000,"袋地等",2,"","","","","その他","南東","道路",3,"準工業",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","平岡町","別府(兵庫)",10,34000000,"",130,"","不整形","",90,"2021年","木造","住宅","住宅","南西","国道",40,"準住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","別府(兵庫)",16,17000000,"",135,"","ほぼ整形",16,95,"1994年","木造","住宅","住宅","南西","市道",5.4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平岡町","別府(兵庫)",6,16000000,380000,140,120000,"ほぼ台形",16,"","","","","住宅","西","市道",4.5,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","平岡町一色西","別府(兵庫)",15,130000000,420000,990,130000,"不整形",17,"","","","","店舗","南東","県道",12,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","平岡町一色西","別府(兵庫)",10,100000000,700000,470,210000,"ほぼ台形",24.5,"","","","","店舗","南東","県道",12,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平荘町","神野","30分～60分",7100000,110000,220,32000,"ほぼ台形",15,"","","","","住宅","北西","市道",2,"調整区域","","","2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平荘町","神野","30分～60分",1900000,"",580,"","ほぼ長方形",22.2,125,"1976年","木造","住宅","住宅","東","道路","","調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平荘町","神野","30分～60分",24000000,"",300,"","ほぼ正方形",19.1,150,"2006年","軽量鉄骨造","住宅","住宅","南","市道",5,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","平荘町","神野","1H～1H30",10000,130,250,41,"不整形",27.5,"","","","","その他","東","市道",2,"調整区域",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","浜の宮",13,19000000,"",145,"","ほぼ整形",8,95,"2018年","木造","住宅","住宅","北西","道路",4.5,"１中住専",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","浜の宮",10,16000000,200000,260,60000,"ほぼ長方形",14.5,"","","","","住宅","北西","市道",4.2,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","浜の宮",23,18000000,180000,330,55000,"ほぼ整形",14.5,"","","","","","南西","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","別府町","東加古川",18,45000000,"",340,"","不整形","",260,"1984年","鉄骨造","店舗","店舗","北西","市道",16,"２中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","東加古川",16,8800000,"",360,"","ほぼ正方形",16,"","1976年","木造","共同住宅","住宅","南東","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",16,500000,"",100,"","ほぼ台形",6.5,60,"1971年","木造","住宅","住宅","南西","私道",4,"１中住専",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",5,9500000,"",105,"","ほぼ整形",10,85,"1996年","木造","住宅","住宅","北東","市道",6,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",8,27000000,"",100,"","ほぼ長方形",8.5,95,"2025年","木造","住宅","住宅","南東","私道",5,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",6,24000000,"",125,"","ほぼ長方形",12,100,"2007年","木造","住宅","住宅","北東","市道",6,"１中住専",60,300,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","宅地見込地","28210","兵庫県","加古川市","別府町","別府(兵庫)",23,4700000,33000,480,9900,"ほぼ整形",12,"","","","","","北西","道路",2.5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","別府町","別府(兵庫)",4,36000000,"",370,"","ほぼ整形",32,360,"1997年","鉄骨造","共同住宅","住宅","南西","市道",16,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",19,18000000,"",150,"","ほぼ正方形",12,135,"1997年","軽量鉄骨造","住宅","住宅","南西","市道",6.4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",19,14000000,340000,135,100000,"ほぼ整形",9.5,"","","","","住宅","西","私道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",4,50000000,"",460,"","ほぼ長方形",22.5,230,"1989年","木造","共同住宅","住宅","北東","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",16,14000000,330000,145,99000,"不整形",10,"","","","","住宅","北西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",11,15000000,190000,250,58000,"ほぼ長方形",8.8,"","","","","住宅","北西","市道",6,"１種住居",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町","別府(兵庫)",18,10000000,180000,185,53000,"袋地等",4,"","","","","住宅","南西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",10,23000000,"",110,"","ほぼ長方形","",100,"2025年","木造","住宅","住宅","南西","市道",6.1,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",9,5500000,"",115,"","ほぼ整形",9.5,65,"1982年","軽量鉄骨造","住宅","住宅","北西","道路",5,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",11,6000000,"",165,"","ほぼ整形",8.5,90,"1992年","軽量鉄骨造","倉庫","倉庫","南西","市道",6,"１中住専",60,200,"2024年第4四半期",""
