市,取引価格（万円）,種別,価格区分,建築年,延床面積（㎡）,面積（㎡）,地区名,取引時期
明石市,1100.0,マンション,成約価格情報,1975年,,70.0,朝霧東町,2024年第4四半期
明石市,2000.0,マンション,成約価格情報,1999年,,90.0,朝霧台,2025年第1四半期
明石市,1300.0,マンション,成約価格情報,1994年,,75.0,魚住町,2025年第1四半期
明石市,800.0,マンション,成約価格情報,1996年,,60.0,魚住町,2025年第1四半期
明石市,1900.0,マンション,成約価格情報,2001年,,70.0,魚住町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,1997年,,65.0,魚住町,2025年第1四半期
明石市,500.0,マンション,成約価格情報,1987年,,60.0,魚住町,2025年第1四半期
明石市,1200.0,マンション,成約価格情報,1990年,,70.0,魚住町,2025年第1四半期
明石市,1100.0,マンション,成約価格情報,1990年,,75.0,魚住町,2025年第1四半期
明石市,150.0,マンション,成約価格情報,1976年,,55.0,大久保町高丘,2025年第1四半期
明石市,350.0,マンション,成約価格情報,1976年,,60.0,大久保町高丘,2025年第1四半期
明石市,3900.0,マンション,成約価格情報,1996年,,80.0,材木町,2025年第1四半期
明石市,900.0,マンション,成約価格情報,1981年,,70.0,茶園場町,2025年第1四半期
明石市,790.0,マンション,成約価格情報,1981年,,75.0,茶園場町,2025年第1四半期
明石市,3900.0,マンション,成約価格情報,2015年,,70.0,中崎,2025年第1四半期
明石市,1200.0,マンション,成約価格情報,1984年,,65.0,西明石北町,2025年第1四半期
明石市,790.0,マンション,成約価格情報,1989年,,65.0,二見町,2025年第1四半期
明石市,1200.0,マンション,成約価格情報,1979年,,75.0,二見町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,2000年,,70.0,二見町,2025年第1四半期
明石市,800.0,マンション,成約価格情報,1989年,,65.0,二見町,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,2001年,,80.0,二見町,2025年第1四半期
明石市,790.0,マンション,成約価格情報,1989年,,65.0,二見町,2025年第1四半期
明石市,2900.0,マンション,成約価格情報,2019年,,75.0,二見町,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,1993年,,70.0,二見町,2025年第1四半期
明石市,1200.0,マンション,成約価格情報,1991年,,80.0,二見町,2025年第1四半期
明石市,2500.0,マンション,成約価格情報,2004年,,85.0,大久保町わかば,2025年第1四半期
明石市,2600.0,マンション,成約価格情報,2004年,,85.0,大久保町わかば,2025年第1四半期
明石市,3600.0,マンション,成約価格情報,2005年,,85.0,朝霧南町,2025年第1四半期
明石市,1600.0,マンション,成約価格情報,1999年,,75.0,朝霧台,2025年第2四半期
明石市,1500.0,マンション,成約価格情報,1999年,,75.0,朝霧台,2025年第2四半期
明石市,700.0,マンション,成約価格情報,1994年,,60.0,魚住町,2025年第2四半期
明石市,690.0,マンション,成約価格情報,1996年,,60.0,魚住町,2025年第2四半期
明石市,1000.0,マンション,成約価格情報,1995年,,65.0,魚住町,2025年第2四半期
明石市,500.0,マンション,成約価格情報,1995年,,70.0,魚住町,2025年第2四半期
明石市,1400.0,マンション,成約価格情報,2004年,,60.0,魚住町,2025年第2四半期
明石市,1000.0,マンション,成約価格情報,1989年,,70.0,魚住町,2025年第2四半期
明石市,800.0,マンション,成約価格情報,2002年,,60.0,魚住町,2025年第2四半期
明石市,620.0,マンション,成約価格情報,1987年,,70.0,魚住町,2025年第2四半期
明石市,900.0,マンション,成約価格情報,1992年,,80.0,魚住町,2025年第2四半期
明石市,900.0,マンション,成約価格情報,2002年,,60.0,魚住町,2025年第2四半期
明石市,230.0,マンション,成約価格情報,1976年,,60.0,大久保町高丘,2025年第2四半期
明石市,450.0,マンション,成約価格情報,1975年,,70.0,大久保町高丘,2025年第2四半期
明石市,160.0,マンション,成約価格情報,1976年,,55.0,大久保町高丘,2025年第2四半期
明石市,2200.0,マンション,成約価格情報,1996年,,65.0,材木町,2025年第2四半期
明石市,2800.0,マンション,成約価格情報,1980年,,75.0,中崎,2025年第2四半期
明石市,1200.0,マンション,成約価格情報,1984年,,75.0,西明石北町,2025年第2四半期
明石市,1300.0,マンション,成約価格情報,1983年,,65.0,二見町,2025年第2四半期
明石市,1300.0,マンション,成約価格情報,1989年,,70.0,二見町,2025年第2四半期
明石市,1200.0,マンション,成約価格情報,1996年,,85.0,二見町,2025年第2四半期
明石市,680.0,マンション,成約価格情報,1989年,,65.0,二見町,2025年第2四半期
明石市,450.0,マンション,成約価格情報,1989年,,50.0,二見町,2025年第2四半期
明石市,980.0,マンション,成約価格情報,1995年,,70.0,二見町,2025年第2四半期
明石市,880.0,マンション,成約価格情報,1989年,,75.0,二見町,2025年第2四半期
明石市,480.0,マンション,成約価格情報,1995年,,70.0,魚住町,2025年第3四半期
明石市,980.0,マンション,成約価格情報,2002年,,70.0,魚住町,2025年第3四半期
明石市,150.0,マンション,成約価格情報,1974年,,55.0,魚住町,2025年第3四半期
明石市,680.0,マンション,成約価格情報,1996年,,65.0,魚住町,2025年第3四半期
明石市,600.0,マンション,成約価格情報,1994年,,55.0,魚住町,2025年第3四半期
明石市,850.0,マンション,成約価格情報,1975年,,55.0,大久保町高丘,2025年第3四半期
明石市,350.0,マンション,成約価格情報,1975年,,55.0,大久保町高丘,2025年第3四半期
明石市,2600.0,マンション,成約価格情報,2001年,,80.0,大久保町高丘,2025年第3四半期
明石市,380.0,マンション,成約価格情報,1975年,,55.0,大久保町高丘,2025年第3四半期
明石市,230.0,マンション,成約価格情報,1976年,,60.0,大久保町高丘,2025年第3四半期
明石市,1000.0,マンション,成約価格情報,1981年,,65.0,茶園場町,2025年第3四半期
明石市,690.0,マンション,成約価格情報,1981年,,75.0,茶園場町,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1982年,,70.0,中崎,2025年第3四半期
明石市,1300.0,マンション,成約価格情報,1982年,,70.0,中崎,2025年第3四半期
明石市,900.0,マンション,成約価格情報,1982年,,60.0,中崎,2025年第3四半期
明石市,4000.0,マンション,成約価格情報,2015年,,65.0,中崎,2025年第3四半期
明石市,1300.0,マンション,成約価格情報,1982年,,70.0,中崎,2025年第3四半期
明石市,3500.0,マンション,成約価格情報,2002年,,75.0,中崎,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1984年,,65.0,西明石北町,2025年第3四半期
明石市,450.0,マンション,成約価格情報,1988年,,65.0,二見町,2025年第3四半期
明石市,1200.0,マンション,成約価格情報,1988年,,65.0,二見町,2025年第3四半期
明石市,830.0,マンション,成約価格情報,1989年,,75.0,二見町,2025年第3四半期
明石市,1200.0,マンション,成約価格情報,1996年,,70.0,二見町,2025年第3四半期
明石市,1600.0,マンション,成約価格情報,1997年,,70.0,二見町,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1995年,,70.0,二見町,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1994年,,80.0,二見町,2025年第3四半期
明石市,780.0,マンション,成約価格情報,1983年,,70.0,二見町,2025年第3四半期
明石市,880.0,マンション,成約価格情報,1983年,,60.0,二見町,2025年第3四半期
明石市,410.0,マンション,成約価格情報,1991年,,40.0,二見町,2025年第3四半期
明石市,2900.0,マンション,成約価格情報,2022年,,75.0,二見町,2025年第3四半期
明石市,1200.0,マンション,成約価格情報,1992年,,80.0,松が丘北町,2025年第3四半期
明石市,1700.0,マンション,成約価格情報,1999年,,55.0,相生町,2025年第1四半期
明石市,3000.0,マンション,成約価格情報,1998年,,70.0,大明石町,2025年第1四半期
明石市,6200.0,マンション,成約価格情報,2017年,,75.0,大明石町,2025年第1四半期
明石市,2400.0,マンション,成約価格情報,1998年,,75.0,大明石町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,1980年,,65.0,大明石町,2025年第1四半期
明石市,2000.0,マンション,成約価格情報,1998年,,60.0,大明石町,2025年第1四半期
明石市,2200.0,マンション,成約価格情報,2009年,,70.0,貴崎,2025年第1四半期
明石市,4900.0,マンション,成約価格情報,2020年,,85.0,小久保,2025年第1四半期
明石市,2100.0,マンション,成約価格情報,1991年,,70.0,小久保,2025年第1四半期
明石市,1300.0,マンション,成約価格情報,1979年,,70.0,小久保,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,1979年,,70.0,樽屋町,2025年第1四半期
明石市,3600.0,マンション,成約価格情報,2017年,,70.0,樽屋町,2025年第1四半期
明石市,4000.0,マンション,成約価格情報,2017年,,80.0,樽屋町,2025年第1四半期
明石市,1200.0,マンション,成約価格情報,1988年,,90.0,荷山町,2025年第1四半期
明石市,1700.0,マンション,成約価格情報,1981年,,80.0,東仲ノ町,2025年第1四半期
明石市,3000.0,マンション,成約価格情報,1995年,,65.0,東仲ノ町,2025年第1四半期
明石市,1100.0,マンション,成約価格情報,1989年,,60.0,松の内,2025年第1四半期
明石市,2000.0,マンション,成約価格情報,1999年,,60.0,松の内,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,1998年,,65.0,松の内,2025年第1四半期
明石市,3500.0,マンション,成約価格情報,2017年,,70.0,松の内,2025年第1四半期
明石市,2800.0,マンション,成約価格情報,1999年,,100.0,大久保町ゆりのき通,2025年第1四半期
明石市,2700.0,マンション,成約価格情報,1999年,,80.0,大久保町ゆりのき通,2025年第1四半期
明石市,3400.0,マンション,成約価格情報,1998年,,80.0,大久保町ゆりのき通,2025年第1四半期
明石市,3900.0,マンション,成約価格情報,2021年,,70.0,大久保町ゆりのき通,2025年第1四半期
明石市,3100.0,マンション,成約価格情報,2023年,,60.0,大久保町ゆりのき通,2025年第1四半期
明石市,4200.0,マンション,成約価格情報,2021年,,70.0,大久保町ゆりのき通,2025年第1四半期
明石市,4100.0,マンション,成約価格情報,2000年,,100.0,大久保町ゆりのき通,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,1997年,,60.0,相生町,2025年第2四半期
明石市,2500.0,マンション,成約価格情報,2000年,,60.0,相生町,2025年第2四半期
明石市,2500.0,マンション,成約価格情報,2007年,,65.0,相生町,2025年第2四半期
明石市,1500.0,マンション,成約価格情報,1981年,,70.0,大明石町,2025年第2四半期
明石市,3200.0,マンション,成約価格情報,1998年,,70.0,大明石町,2025年第2四半期
明石市,1200.0,マンション,成約価格情報,1980年,,65.0,大明石町,2025年第2四半期
明石市,1100.0,マンション,成約価格情報,1985年,,55.0,大明石町,2025年第2四半期
明石市,1900.0,マンション,成約価格情報,2007年,,70.0,小久保,2025年第2四半期
明石市,3300.0,マンション,成約価格情報,2001年,,80.0,小久保,2025年第2四半期
明石市,1400.0,マンション,成約価格情報,1984年,,60.0,小久保,2025年第2四半期
明石市,3600.0,マンション,成約価格情報,2017年,,70.0,樽屋町,2025年第2四半期
明石市,2800.0,マンション,成約価格情報,2011年,,65.0,松の内,2025年第2四半期
明石市,3800.0,マンション,成約価格情報,2018年,,70.0,松の内,2025年第2四半期
明石市,2000.0,マンション,成約価格情報,1989年,,85.0,松の内,2025年第2四半期
明石市,2300.0,マンション,成約価格情報,1999年,,60.0,松の内,2025年第2四半期
明石市,1400.0,マンション,成約価格情報,1998年,,55.0,松の内,2025年第2四半期
明石市,830.0,マンション,成約価格情報,1984年,,70.0,明南町,2025年第2四半期
明石市,3400.0,マンション,成約価格情報,1998年,,80.0,大久保町ゆりのき通,2025年第2四半期
明石市,3700.0,マンション,成約価格情報,2000年,,90.0,大久保町ゆりのき通,2025年第2四半期
明石市,5000.0,マンション,成約価格情報,2003年,,125.0,大久保町ゆりのき通,2025年第2四半期
明石市,2300.0,マンション,成約価格情報,1999年,,60.0,相生町,2025年第3四半期
明石市,9400.0,マンション,成約価格情報,2017年,,90.0,大明石町,2025年第3四半期
明石市,3900.0,マンション,成約価格情報,2020年,,75.0,大蔵町,2025年第3四半期
明石市,1600.0,マンション,成約価格情報,1982年,,80.0,小久保,2025年第3四半期
明石市,2600.0,マンション,成約価格情報,1991年,,75.0,小久保,2025年第3四半期
明石市,1900.0,マンション,成約価格情報,1992年,,85.0,小久保,2025年第3四半期
明石市,930.0,マンション,成約価格情報,1984年,,55.0,小久保,2025年第3四半期
明石市,4000.0,マンション,成約価格情報,2020年,,65.0,小久保,2025年第3四半期
明石市,2600.0,マンション,成約価格情報,1991年,,70.0,小久保,2025年第3四半期
明石市,2400.0,マンション,成約価格情報,1991年,,75.0,小久保,2025年第3四半期
明石市,1000.0,マンション,成約価格情報,1979年,,70.0,樽屋町,2025年第3四半期
明石市,4200.0,マンション,成約価格情報,2017年,,80.0,樽屋町,2025年第3四半期
明石市,3300.0,マンション,成約価格情報,2006年,,70.0,東仲ノ町,2025年第3四半期
明石市,2500.0,マンション,成約価格情報,1996年,,75.0,船上町,2025年第3四半期
明石市,1500.0,マンション,成約価格情報,1998年,,65.0,松の内,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1984年,,75.0,明南町,2025年第3四半期
明石市,4500.0,マンション,成約価格情報,2023年,,75.0,大久保町ゆりのき通,2025年第3四半期
明石市,3400.0,マンション,成約価格情報,2023年,,60.0,大久保町ゆりのき通,2025年第3四半期
明石市,2900.0,マンション,成約価格情報,1997年,,80.0,大久保町ゆりのき通,2025年第3四半期
明石市,1300.0,マンション,成約価格情報,1984年,,75.0,朝霧北町,2025年第1四半期
明石市,400.0,マンション,成約価格情報,1979年,,65.0,北朝霧丘,2025年第1四半期
明石市,500.0,マンション,成約価格情報,1987年,,70.0,北朝霧丘,2025年第1四半期
明石市,770.0,マンション,成約価格情報,1974年,,65.0,硯町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,1974年,,65.0,硯町,2025年第1四半期
明石市,800.0,マンション,成約価格情報,1974年,,70.0,硯町,2025年第1四半期
明石市,2000.0,マンション,成約価格情報,2008年,,60.0,硯町,2025年第1四半期
明石市,4600.0,マンション,成約価格情報,2021年,,75.0,西明石南町,2025年第1四半期
明石市,5100.0,マンション,成約価格情報,2021年,,80.0,西明石南町,2025年第1四半期
明石市,3700.0,マンション,成約価格情報,2006年,,80.0,西明石南町,2025年第1四半期
明石市,3400.0,マンション,成約価格情報,2018年,,70.0,西新町,2025年第1四半期
明石市,4500.0,マンション,成約価格情報,2017年,,75.0,西新町,2025年第1四半期
明石市,3400.0,マンション,成約価格情報,2017年,,60.0,西新町,2025年第1四半期
明石市,3000.0,マンション,成約価格情報,2017年,,60.0,西新町,2025年第1四半期
明石市,2100.0,マンション,成約価格情報,2000年,,60.0,野々上,2025年第1四半期
明石市,2700.0,マンション,成約価格情報,1998年,,65.0,野々上,2025年第1四半期
明石市,2400.0,マンション,成約価格情報,1999年,,70.0,本町,2025年第1四半期
明石市,6000.0,マンション,成約価格情報,2024年,,70.0,本町,2025年第1四半期
明石市,3500.0,マンション,成約価格情報,2006年,,75.0,本町,2025年第1四半期
明石市,1800.0,マンション,成約価格情報,1999年,,65.0,本町,2025年第1四半期
明石市,1000.0,マンション,成約価格情報,2011年,,40.0,松が丘,2025年第1四半期
明石市,120.0,マンション,成約価格情報,1967年,,65.0,松が丘,2025年第1四半期
明石市,800.0,マンション,成約価格情報,1980年,,75.0,宮の上,2025年第1四半期
明石市,790.0,マンション,成約価格情報,1980年,,75.0,宮の上,2025年第1四半期
明石市,2100.0,マンション,成約価格情報,1996年,,75.0,大久保町福田,2025年第1四半期
明石市,630.0,マンション,成約価格情報,1987年,,75.0,北朝霧丘,2025年第2四半期
明石市,1600.0,マンション,成約価格情報,1987年,,95.0,北朝霧丘,2025年第2四半期
明石市,490.0,マンション,成約価格情報,1987年,,80.0,北朝霧丘,2025年第2四半期
明石市,2200.0,マンション,成約価格情報,2008年,,60.0,硯町,2025年第2四半期
明石市,580.0,マンション,成約価格情報,1981年,,65.0,西明石西町,2025年第2四半期
明石市,2600.0,マンション,成約価格情報,2000年,,75.0,西明石西町,2025年第2四半期
明石市,1100.0,マンション,成約価格情報,1981年,,50.0,西明石南町,2025年第2四半期
明石市,3500.0,マンション,成約価格情報,2009年,,75.0,西明石南町,2025年第2四半期
明石市,1100.0,マンション,成約価格情報,1981年,,75.0,西新町,2025年第2四半期
明石市,1100.0,マンション,成約価格情報,1979年,,70.0,西新町,2025年第2四半期
明石市,5800.0,マンション,成約価格情報,2018年,,100.0,西新町,2025年第2四半期
明石市,730.0,マンション,成約価格情報,1979年,,75.0,西新町,2025年第2四半期
明石市,730.0,マンション,成約価格情報,1979年,,75.0,西新町,2025年第2四半期
明石市,800.0,マンション,成約価格情報,1976年,,60.0,本町,2025年第2四半期
明石市,5900.0,マンション,成約価格情報,2024年,,65.0,本町,2025年第2四半期
明石市,2100.0,マンション,成約価格情報,2011年,,50.0,松が丘,2025年第2四半期
明石市,110.0,マンション,成約価格情報,1967年,,60.0,松が丘,2025年第2四半期
明石市,140.0,マンション,成約価格情報,1968年,,60.0,松が丘,2025年第2四半期
明石市,130.0,マンション,成約価格情報,1967年,,60.0,松が丘,2025年第2四半期
明石市,1100.0,マンション,成約価格情報,1980年,,75.0,宮の上,2025年第2四半期
明石市,390.0,マンション,成約価格情報,1980年,,75.0,宮の上,2025年第2四半期
明石市,1800.0,マンション,成約価格情報,1999年,,70.0,硯町,2025年第3四半期
明石市,3400.0,マンション,成約価格情報,2006年,,65.0,西明石南町,2025年第3四半期
明石市,740.0,マンション,成約価格情報,1976年,,70.0,西明石南町,2025年第3四半期
明石市,3600.0,マンション,成約価格情報,2023年,,60.0,西新町,2025年第3四半期
明石市,1800.0,マンション,成約価格情報,1979年,,75.0,西新町,2025年第3四半期
明石市,1500.0,マンション,成約価格情報,2000年,,60.0,西新町,2025年第3四半期
明石市,1000.0,マンション,成約価格情報,1979年,,70.0,西新町,2025年第3四半期
明石市,2400.0,マンション,成約価格情報,1996年,,80.0,東朝霧丘,2025年第3四半期
明石市,220.0,マンション,成約価格情報,1976年,,65.0,東朝霧丘,2025年第3四半期
明石市,2100.0,マンション,成約価格情報,2004年,,65.0,本町,2025年第3四半期
明石市,3300.0,マンション,成約価格情報,2007年,,70.0,本町,2025年第3四半期
明石市,3900.0,マンション,成約価格情報,2004年,,75.0,本町,2025年第3四半期
明石市,500.0,マンション,成約価格情報,1976年,,60.0,本町,2025年第3四半期
明石市,1400.0,マンション,成約価格情報,2011年,,55.0,松が丘,2025年第3四半期
明石市,1600.0,マンション,成約価格情報,2011年,,60.0,松が丘,2025年第3四半期
明石市,150.0,マンション,成約価格情報,1968年,,60.0,松が丘,2025年第3四半期
明石市,850.0,マンション,成約価格情報,2011年,,40.0,松が丘,2025年第3四半期
明石市,870.0,マンション,成約価格情報,1982年,,80.0,大久保町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,,,70.0,大久保町,2025年第1四半期
明石市,720.0,マンション,成約価格情報,1994年,,60.0,大久保町,2025年第1四半期
明石市,1600.0,マンション,成約価格情報,2003年,,60.0,大久保町,2025年第1四半期
明石市,4600.0,マンション,成約価格情報,2024年,,65.0,大久保町,2025年第1四半期
明石市,590.0,マンション,成約価格情報,1997年,,60.0,大久保町,2025年第1四半期
明石市,2200.0,マンション,成約価格情報,1990年,,75.0,大久保町,2025年第1四半期
明石市,1500.0,マンション,成約価格情報,1995年,,75.0,大久保町,2025年第1四半期
明石市,1100.0,マンション,成約価格情報,1997年,,65.0,大久保町,2025年第1四半期
明石市,900.0,マンション,成約価格情報,1974年,,65.0,大蔵八幡町,2025年第1四半期
明石市,2600.0,マンション,成約価格情報,2008年,,80.0,大蔵八幡町,2025年第1四半期
明石市,1800.0,マンション,成約価格情報,1989年,,70.0,川崎町,2025年第1四半期
明石市,2500.0,マンション,成約価格情報,1991年,,70.0,川崎町,2025年第1四半期
明石市,1100.0,マンション,成約価格情報,1989年,,55.0,川崎町,2025年第1四半期
明石市,1900.0,マンション,成約価格情報,1989年,,65.0,川崎町,2025年第1四半期
明石市,1800.0,マンション,成約価格情報,1989年,,70.0,川崎町,2025年第1四半期
明石市,5100.0,マンション,成約価格情報,2021年,,65.0,桜町,2025年第1四半期
明石市,4900.0,マンション,成約価格情報,2021年,,70.0,桜町,2025年第1四半期
明石市,3300.0,マンション,成約価格情報,2013年,,70.0,桜町,2025年第1四半期
明石市,1700.0,マンション,成約価格情報,1990年,,80.0,東野町,2025年第1四半期
明石市,1800.0,マンション,成約価格情報,2000年,,70.0,東野町,2025年第1四半期
明石市,2400.0,マンション,成約価格情報,2003年,,75.0,東野町,2025年第1四半期
明石市,1900.0,マンション,成約価格情報,1990年,,85.0,東野町,2025年第1四半期
明石市,2100.0,マンション,成約価格情報,1983年,,70.0,東野町,2025年第1四半期
明石市,3000.0,マンション,成約価格情報,2013年,,70.0,東野町,2025年第1四半期
明石市,3000.0,マンション,成約価格情報,2013年,,70.0,東野町,2025年第1四半期
明石市,1300.0,マンション,成約価格情報,1993年,,60.0,藤江,2025年第1四半期
明石市,3500.0,マンション,成約価格情報,2013年,,95.0,藤江,2025年第1四半期
明石市,2300.0,マンション,成約価格情報,2000年,,75.0,藤江,2025年第1四半期
明石市,1600.0,マンション,成約価格情報,1993年,,65.0,藤江,2025年第1四半期
明石市,550.0,マンション,成約価格情報,1976年,,80.0,和坂（わさか）,2025年第1四半期
明石市,1800.0,マンション,成約価格情報,1998年,,60.0,大久保町駅前,2025年第1四半期
明石市,2400.0,マンション,成約価格情報,2003年,,70.0,朝霧東町,2025年第1四半期
明石市,1400.0,マンション,成約価格情報,2022年,,60.0,大久保町,2025年第2四半期
明石市,2100.0,マンション,成約価格情報,1994年,,65.0,大久保町,2025年第2四半期
明石市,1200.0,マンション,成約価格情報,1980年,,70.0,大久保町,2025年第2四半期
明石市,820.0,マンション,成約価格情報,1994年,,65.0,大久保町,2025年第2四半期
明石市,970.0,マンション,成約価格情報,1994年,,60.0,大久保町,2025年第2四半期
明石市,980.0,マンション,成約価格情報,1995年,,65.0,大久保町,2025年第2四半期
明石市,930.0,マンション,成約価格情報,1994年,,60.0,大久保町,2025年第2四半期
明石市,4400.0,マンション,成約価格情報,2024年,,60.0,大久保町,2025年第2四半期
明石市,950.0,マンション,成約価格情報,1982年,,75.0,大久保町,2025年第2四半期
明石市,2100.0,マンション,成約価格情報,2002年,,70.0,大蔵八幡町,2025年第2四半期
明石市,2900.0,マンション,成約価格情報,1989年,,95.0,川崎町,2025年第2四半期
明石市,4000.0,マンション,成約価格情報,2009年,,75.0,桜町,2025年第2四半期
明石市,550.0,マンション,成約価格情報,1980年,,75.0,太寺大野町,2025年第2四半期
明石市,2000.0,マンション,成約価格情報,1998年,,65.0,東野町,2025年第2四半期
明石市,220.0,マンション,成約価格情報,1965年,,55.0,東野町,2025年第2四半期
明石市,900.0,マンション,成約価格情報,1974年,,55.0,東野町,2025年第2四半期
明石市,1300.0,マンション,成約価格情報,1996年,,75.0,東野町,2025年第2四半期
明石市,660.0,マンション,成約価格情報,1982年,,75.0,東野町,2025年第2四半期
明石市,520.0,マンション,成約価格情報,1978年,,60.0,東野町,2025年第2四半期
明石市,1500.0,マンション,成約価格情報,1995年,,70.0,藤江,2025年第2四半期
明石市,1300.0,マンション,成約価格情報,1993年,,70.0,藤江,2025年第2四半期
明石市,880.0,マンション,成約価格情報,1982年,,90.0,朝霧東町,2025年第2四半期
明石市,1500.0,マンション,成約価格情報,1991年,,60.0,大久保町,2025年第3四半期
明石市,300.0,マンション,成約価格情報,1980年,,90.0,大久保町,2025年第3四半期
明石市,1700.0,マンション,成約価格情報,1996年,,75.0,大久保町,2025年第3四半期
明石市,1400.0,マンション,成約価格情報,1991年,,65.0,大久保町,2025年第3四半期
明石市,1200.0,マンション,成約価格情報,1997年,,85.0,大久保町,2025年第3四半期
明石市,2500.0,マンション,成約価格情報,1991年,,115.0,大久保町,2025年第3四半期
明石市,600.0,マンション,成約価格情報,1992年,,50.0,大久保町,2025年第3四半期
明石市,230.0,マンション,成約価格情報,1989年,,55.0,大久保町,2025年第3四半期
明石市,1800.0,マンション,成約価格情報,1990年,,70.0,大久保町,2025年第3四半期
明石市,530.0,マンション,成約価格情報,1992年,,60.0,大久保町,2025年第3四半期
明石市,690.0,マンション,成約価格情報,1992年,,85.0,大久保町,2025年第3四半期
明石市,530.0,マンション,成約価格情報,1995年,,70.0,大久保町,2025年第3四半期
明石市,1500.0,マンション,成約価格情報,1990年,,80.0,大久保町,2025年第3四半期
明石市,880.0,マンション,成約価格情報,1994年,,65.0,大久保町,2025年第3四半期
明石市,1800.0,マンション,成約価格情報,1982年,,100.0,大久保町,2025年第3四半期
明石市,400.0,マンション,成約価格情報,1980年,,70.0,大久保町,2025年第3四半期
明石市,1400.0,マンション,成約価格情報,1991年,,65.0,大久保町,2025年第3四半期
明石市,350.0,マンション,成約価格情報,1973年,,25.0,大蔵谷奥,2025年第3四半期
明石市,230.0,マンション,成約価格情報,2003年,,65.0,大蔵谷奥,2025年第3四半期
明石市,100.0,マンション,成約価格情報,2003年,,60.0,大蔵谷奥,2025年第3四半期
明石市,700.0,マンション,成約価格情報,1974年,,65.0,大蔵八幡町,2025年第3四半期
明石市,750.0,マンション,成約価格情報,1974年,,65.0,大蔵八幡町,2025年第3四半期
明石市,2200.0,マンション,成約価格情報,1991年,,65.0,川崎町,2025年第3四半期
明石市,2300.0,マンション,成約価格情報,1991年,,85.0,川崎町,2025年第3四半期
明石市,1900.0,マンション,成約価格情報,1991年,,75.0,川崎町,2025年第3四半期
明石市,2400.0,マンション,成約価格情報,1991年,,80.0,川崎町,2025年第3四半期
明石市,3000.0,マンション,成約価格情報,2000年,,70.0,桜町,2025年第3四半期
明石市,1100.0,マンション,成約価格情報,1982年,,65.0,東野町,2025年第3四半期
明石市,850.0,マンション,成約価格情報,1982年,,75.0,東野町,2025年第3四半期
明石市,450.0,マンション,成約価格情報,1978年,,60.0,東野町,2025年第3四半期
明石市,2000.0,マンション,成約価格情報,1998年,,70.0,東野町,2025年第3四半期
明石市,580.0,マンション,成約価格情報,1997年,,80.0,東野町,2025年第3四半期
明石市,1900.0,マンション,成約価格情報,1996年,,75.0,東野町,2025年第3四半期
明石市,1700.0,マンション,成約価格情報,1990年,,85.0,東野町,2025年第3四半期
明石市,1500.0,マンション,成約価格情報,1990年,,80.0,東野町,2025年第3四半期
明石市,1400.0,マンション,成約価格情報,1999年,,65.0,藤江,2025年第3四半期
明石市,830.0,マンション,成約価格情報,1981年,,80.0,藤江,2025年第3四半期
明石市,1700.0,マンション,成約価格情報,1993年,,65.0,藤江,2025年第3四半期
明石市,680.0,マンション,成約価格情報,1976年,,75.0,和坂（わさか）,2025年第3四半期
明石市,580.0,マンション,成約価格情報,1976年,,70.0,和坂（わさか）,2025年第3四半期
明石市,1700.0,マンション,成約価格情報,1982年,,95.0,朝霧東町,2025年第3四半期
明石市,350.0,マンション,成約価格情報,1975年,,70.0,朝霧東町,2025年第3四半期
明石市,3600.0,マンション,不動産取引価格情報,2005年,,80.0,朝霧南町,2025年第1四半期
明石市,1600.0,マンション,不動産取引価格情報,2003年,,70.0,魚住町,2025年第3四半期
明石市,700.0,マンション,不動産取引価格情報,1994年,,55.0,魚住町,2025年第2四半期
明石市,1400.0,マンション,不動産取引価格情報,2004年,,60.0,魚住町,2025年第2四半期
明石市,920.0,マンション,不動産取引価格情報,1998年,,55.0,魚住町,2025年第1四半期
明石市,1400.0,マンション,不動産取引価格情報,1987年,,70.0,魚住町,2025年第1四半期
明石市,480.0,マンション,不動産取引価格情報,1996年,,55.0,魚住町,2025年第3四半期
明石市,1900.0,マンション,不動産取引価格情報,2011年,,65.0,魚住町,2025年第2四半期
明石市,830.0,マンション,不動産取引価格情報,2002年,,55.0,魚住町,2025年第2四半期
明石市,900.0,マンション,不動産取引価格情報,2002年,,60.0,魚住町,2025年第2四半期
明石市,1200.0,マンション,不動産取引価格情報,1994年,,70.0,魚住町,2025年第1四半期
明石市,2300.0,マンション,不動産取引価格情報,2008年,,75.0,魚住町,2024年第4四半期
明石市,800.0,マンション,不動産取引価格情報,1996年,,60.0,魚住町,2024年第4四半期
